origintime,publicid,eventtype,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty,geometry
2022-11-30 15:41:05.457000+00:00,2022p901766,earthquake,2022-12-08T23:06:13.495Z,175.9584198,-38.77318954,3.16481601,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,30,23,71,0.10707868,49.09812927,0.37800624,0.16052614,POINT (1857015.4805672118 5704234.923927245)
2022-11-30 15:45:32.683000+00:00,2022p901774,earthquake,2022-12-08T23:09:13.696Z,175.9344788,-38.76057816,2.31552562,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,34,27,26,0.09618065,54.78901672,0.41757459,0.1946024,POINT (1854980.118187445 5705701.8205194175)
2022-11-30 15:46:27.758000+00:00,2022p901776,earthquake,2022-12-08T23:10:54.585Z,175.9601288,-38.76599503,2.23666801,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,21,17,9,0.09991377,52.35301208,0.33165751,0.17313104,POINT (1857189.8387839177 5705028.69936294)
2022-11-30 15:47:48.253000+00:00,2022p901778,earthquake,2022-12-08T23:13:11.316Z,175.9558716,-38.76993561,2.92129543,7.38747215,MLv,,LOCSAT,confirmed,manual,iasp91,23,20,52,0.10383453,66.61001587,0.26570178,0.13445145,POINT (1856805.7395058211 5704603.269481066)
2022-11-30 15:51:05.861000+00:00,2022p901785,earthquake,2022-11-30T19:41:45.808Z,175.940918,-38.83665466,1.7393982,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,17,13,3,0.13508968,77.03955841,0.39399941,0.45515726,POINT (1855267.9064972503 5697239.43144543)
2022-11-30 15:51:42.576000+00:00,2022p901786,earthquake,2022-12-08T23:15:03.713Z,175.9507141,-38.77099228,3.47921636,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,28,23,53,0.1050153,50.80195618,0.39886505,0.16388169,POINT (1856353.7844484271 5704500.458927774)
2022-11-30 15:54:19.949000+00:00,2022p901790,earthquake,2022-11-30T19:27:55.461Z,175.9018707,-38.85941315,1.84768684,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,11,4,0.10150365,111.092474,0.4244285,0.29796196,POINT (1851797.7003035636 5694821.75173578)
2022-11-30 15:58:42.056000+00:00,2022p901796,earthquake,2022-12-02T02:18:55.853Z,175.9559784,-38.77420044,1.63562941,6.71541548,MLv,,LOCSAT,confirmed,manual,iasp91,16,13,4,0.10809186,53.40127563,0.41438768,0.15877266,POINT (1856799.712120457 5704129.578064073)
2022-11-30 16:00:10.374000+00:00,2022p901801,earthquake,2022-12-08T23:21:25.325Z,175.9599304,-38.78474045,1.69107617,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,17,14,5,0.11862564,52.40441895,0.34579114,0.1786186,POINT (1857105.2187154028 5702948.534573411)
2022-11-30 16:00:57.648000+00:00,2022p901803,earthquake,2022-12-08T23:26:03.261Z,175.9585266,-38.7934494,1.76986367,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,11,10,5,0.12730893,76.82733154,0.45444221,0.19090604,POINT (1856951.9603483225 5701985.797597545)
2022-11-30 16:03:05.353000+00:00,2022p901807,earthquake,2022-12-08T23:28:30.214Z,176.006134,-38.81260681,1.8199887,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,19,17,6,0.10294493,42.43014526,0.43558517,0.23388561,POINT (1861017.5627824645 5699724.329024123)
2022-11-30 16:11:22.311000+00:00,2022p901823,earthquake,2022-12-08T23:30:40.677Z,175.9430389,-38.81323242,1.80093221,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,20,17,9,0.13979149,54.29371643,0.33471965,0.14912034,POINT (1855535.8310627707 5699833.35044734)
2022-11-30 16:15:13.034000+00:00,2022p901830,earthquake,2022-11-30T18:16:27.783Z,175.9259033,-38.84567642,1.62784704,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,11,9,5,0.12181792,118.2313728,0.41832089,0.32835133,POINT (1853932.3048864482 5696279.910625802)
2022-11-30 16:25:28.272000+00:00,2022p901849,earthquake,2022-11-30T18:10:34.630Z,175.9219666,-38.84582901,1.54241363,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,10,3,0.11876374,117.0754337,0.29323768,0.29607682,POINT (1853590.041914135 5696273.920881272)
2022-11-30 16:28:43.480000+00:00,2022p901855,earthquake,2022-12-08T23:34:15.482Z,175.9190063,-38.81772995,2.27613793,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,23,20,26,0.12457959,59.95169067,0.45820273,0.14392369,POINT (1853432.7999296011 5699401.108832985)
2022-11-30 16:35:26.073000+00:00,2022p901868,earthquake,2022-11-30T17:51:03.797Z,175.9236603,-38.79698944,1.59493055,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,15,11,4,0.13348717,87.55225754,0.50917514,0.20949826,POINT (1853910.6291635365 5701690.349905036)
2022-11-30 16:36:49.329000+00:00,2022p901870,earthquake,2022-12-08T23:36:34.486Z,175.9402008,-38.7684288,2.11383048,7.0063839,MLv,,LOCSAT,confirmed,manual,iasp91,19,16,4,0.10321072,90.91822815,0.39193556,0.18829711,POINT (1855449.3808712328 5704814.436766356)
2022-11-30 16:41:46.652000+00:00,2022p901880,earthquake,2022-12-08T23:41:11.209Z,175.9417725,-38.75120926,2.22862834,6.40676928,MLv,,LOCSAT,confirmed,manual,iasp91,28,24,21,0.08600996,53.92498779,0.2987642,0.19551824,POINT (1855647.4514832867 5706721.384379821)
2022-11-30 16:44:20.589000+00:00,2022p901885,earthquake,2022-12-11T22:46:13.001Z,175.9748383,-38.80640411,1.45689956,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,16,13,2,0.16927379,95.17972183,0.54529441,0.10461357,POINT (1858322.1035729595 5700501.8212641245)
2022-11-30 16:45:33.606000+00:00,2022p901886,earthquake,2022-12-08T23:43:38.492Z,175.921524,-38.72497559,1.79029459,8.51684666,MLv,,LOCSAT,confirmed,manual,iasp91,18,14,5,0.0653032,76.78890228,0.19715297,0.30915509,POINT (1853980.4642320033 5709689.677390239)
2022-11-30 16:46:49.737000+00:00,2022p901889,earthquake,2022-12-08T23:46:08.950Z,175.9051971,-38.81525421,1.70076641,7.66192389,MLv,,LOCSAT,confirmed,manual,iasp91,18,13,6,0.11580352,77.83766651,0.31751096,0.1392161,POINT (1852242.3823721875 5699714.150282124)
2022-11-30 16:48:56.951000+00:00,2022p901893,earthquake,2022-12-11T22:48:02.114Z,175.9420013,-38.7508316,1.65216199,9.36774445,MLv,,LOCSAT,confirmed,manual,iasp91,17,12,2,0.08561125,106.5923996,0.42874018,0.6229837,POINT (1855668.6871010084 5706762.664265513)
2022-11-30 16:57:34.545000+00:00,2022p901909,earthquake,2022-12-09T00:42:36.687Z,175.9899445,-38.78580856,2.04656058,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,11,8,12,0.12234202,146.2246552,0.64743665,0.11234698,POINT (1859708.9329678093 5702745.088265898)
2022-11-30 17:01:03.763000+00:00,2022p901915,earthquake,2022-11-30T21:08:21.717Z,175.9662476,-38.78191757,1.61277953,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,20,19,3,0.11599454,64.29408264,0.43320328,0.30419234,POINT (1857664.2191885328 5703244.077082971)
2022-11-30 17:18:16.178000+00:00,2022p901948,earthquake,2022-11-30T21:16:31.018Z,175.9788208,-38.85289383,1.72106949,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,18,14,8,0.1555952,143.3471832,0.21789012,0.1508261,POINT (1858499.6222954057 5695330.181845263)
2022-11-30 17:23:16.586000+00:00,2022p901958,earthquake,2022-12-09T00:59:10.092Z,175.9442139,-38.73222351,1.98581844,9.87854672,MLv,,LOCSAT,confirmed,manual,iasp91,18,13,6,0.06697898,74.1713562,0.2925421,0.27400261,POINT (1855927.485564964 5708821.9396406775)
2022-11-30 17:35:18.087000+00:00,2022p901980,earthquake,2022-12-09T01:23:38.977Z,175.8903351,-38.83411026,1.8883675,9.77931213,MLv,,LOCSAT,confirmed,manual,iasp91,17,13,13,0.09777068,64.93693542,0.38662124,0.1162008,POINT (1850885.5085143128 5697662.112062273)
2022-11-30 17:40:58.641000+00:00,2022p901990,earthquake,2022-12-09T01:26:39.900Z,175.8996277,-38.82394791,1.84673306,10.0843935,MLv,,LOCSAT,confirmed,manual,iasp91,15,11,6,0.1082195,150.4307671,0.12750392,0.15629452,POINT (1851728.092280759 5698764.534205315)
2022-11-30 17:43:19.085000+00:00,2022p901995,earthquake,2022-11-30T23:48:51.427Z,175.9414825,-38.75933456,1.71963246,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,18,13,5,0.09407706,94.93173981,0.17527785,0.21713395,POINT (1855593.2344240756 5705820.300450763)
2022-11-30 17:50:25.423000+00:00,2022p902008,earthquake,2022-12-09T01:30:11.759Z,175.9407654,-38.75018311,1.87157967,7.15969038,MLv,,LOCSAT,confirmed,manual,iasp91,19,11,7,0.08511341,76.48690796,0.3428258,0.1481744,POINT (1855563.5776706452 5706838.100483885)
2022-11-30 18:03:18.112000+00:00,2022p902033,earthquake,2022-12-09T01:37:09.558Z,176.0124359,-38.78652191,2.07476782,6.6232791,MLv,,LOCSAT,confirmed,manual,iasp91,26,21,19,0.10891549,73.80003357,0.33109913,0.18612915,POINT (1861660.3326492964 5702601.7324644355)
2022-11-30 18:14:30.627000+00:00,2022p902054,earthquake,2022-12-11T22:52:37.701Z,175.9596863,-38.77801132,2.05964085,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,26,22,13,0.1119042,47.83665466,0.61169157,0.20093092,POINT (1857108.2000859703 5703696.148699361)
2022-11-30 18:18:45.928000+00:00,2022p902062,earthquake,2022-12-02T02:24:53.800Z,175.9415588,-38.71808243,1.75113275,8.22364998,MLv,,LOCSAT,confirmed,manual,iasp91,11,10,2,0.05351958,66.99119568,0.15863629,0.45103638,POINT (1855747.10229186 5710398.994972471)
2022-11-30 18:41:49.857000+00:00,2022p902105,earthquake,2022-12-11T22:55:53.747Z,175.9360046,-38.74560928,3.08616432,5.73217678,MLv,,LOCSAT,confirmed,manual,iasp91,26,23,61,0.0812909,53.23976135,0.34839387,0.14589193,POINT (1855166.0643709237 5707359.082126362)
2022-11-30 18:44:06.616000+00:00,2022p902109,earthquake,2022-12-11T22:58:26.349Z,175.9295654,-38.75572205,2.26010385,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,29,25,17,0.09225532,56.63272095,0.35410299,0.22290042,POINT (1854570.3751476912 5706254.532208099)
2022-11-30 18:45:17.856000+00:00,2022p902111,earthquake,2022-12-02T02:29:06.765Z,176.0251465,-38.78421402,1.92550359,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,8,7,5,0.15358472,115.3102443,0.17873838,0.23404909,POINT (1862773.0787594886 5702821.42956699)
2022-11-30 18:55:01.644000+00:00,2022p902130,earthquake,2022-12-11T23:00:26.064Z,175.9466248,-38.76322174,1.99797686,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,18,15,5,0.09749311,58.67075348,0.36960269,0.50335915,POINT (1856026.243439098 5705374.439852489)
2022-11-30 19:06:19.767000+00:00,2022p902151,earthquake,2022-12-11T23:03:38.038Z,175.9091644,-38.83216858,2.48890966,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,26,22,31,0.11232945,38.61639404,0.3697313,0.15932581,POINT (1852527.090048273 5697825.7121223025)
2022-11-30 19:14:08.251000+00:00,2022p902165,earthquake,2022-12-02T02:35:05.938Z,175.9325867,-38.75278473,2.27386365,6.60884857,MLv,,LOCSAT,confirmed,manual,iasp91,13,8,2,0.12465049,187.3242607,0.23157864,0.38124044,POINT (1854843.4223166802 5706572.152484141)
2022-11-30 19:27:46.693000+00:00,2022p902191,earthquake,2022-12-01T05:37:32.943Z,175.9564514,-38.82904053,1.53724735,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,12,2,0.14867996,71.17544556,0.36092958,0.62281112,POINT (1856643.813077691 5698041.037329052)
2022-11-30 19:32:15.166000+00:00,2022p902200,earthquake,2022-12-11T23:06:05.788Z,175.9246368,-38.82627487,2.84862907,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,23,20,47,0.12564999,60.97337532,0.46118612,0.14712133,POINT (1853891.3627466839 5698436.988845708)
2022-11-30 19:44:01.103000+00:00,2022p902221,earthquake,2022-12-12T00:35:11.249Z,175.9252472,-38.73776245,3.43993878,5.21115446,MLv,,LOCSAT,confirmed,manual,iasp91,29,24,66,0.07600592,58.17907715,0.37129129,0.16912507,POINT (1854258.8216078316 5708260.023804625)
2022-11-30 19:54:15.016000+00:00,2022p902241,earthquake,2022-12-12T00:38:22.426Z,175.9676819,-38.76537704,2.09863983,9.79412842,MLv,,LOCSAT,confirmed,manual,iasp91,26,17,16,0.09959579,68.84457397,0.34979808,0.22489442,POINT (1857848.441742007 5705076.0163582945)
2022-11-30 19:59:51.128000+00:00,2022p902251,earthquake,2022-12-02T02:37:17.307Z,175.9291992,-38.78952408,1.58572775,7.05466795,MLv,,LOCSAT,confirmed,manual,iasp91,10,9,4,0.12535299,87.92088699,0.16361207,0.10187726,POINT (1854418.3205292977 5702503.583752661)
2022-11-30 20:00:44.550000+00:00,2022p902253,earthquake,2022-12-12T00:42:47.212Z,175.9195862,-38.76757431,2.22115686,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,16,12,19,0.10570934,84.22482491,0.34298317,0.15717886,POINT (1853661.0415447883 5704966.6939229295)
2022-11-30 20:02:23.903000+00:00,2022p902256,earthquake,2022-12-01T02:00:28.161Z,175.8978577,-38.82594299,1.74883677,13.32624435,MLv,,LOCSAT,confirmed,manual,iasp91,10,8,4,0.10617271,128.7468643,0.17117208,0.25633028,POINT (1851567.375316959 5698547.962464064)
2022-11-30 20:10:42.590000+00:00,2022p902272,earthquake,2022-12-12T00:45:18.247Z,175.9075012,-38.83385849,2.40665843,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,30,26,30,0.11058317,38.12203979,0.43427688,0.15851227,POINT (1852376.7170229545 5697642.734321595)
2022-11-30 20:17:52.093000+00:00,2022p902285,earthquake,2022-11-30T20:27:49.585Z,175.9212341,-38.77570343,1.89753821,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,24,21,10,0.11319359,62.51010132,0.43707162,0.12540385,POINT (1853775.4080790924 5704059.802502755)
2022-11-30 20:41:36.689000+00:00,2022p902330,earthquake,2022-12-01T00:48:23.755Z,175.9591522,-38.75806046,1.62860546,7.13129807,MLv,,LOCSAT,confirmed,manual,iasp91,19,15,6,0.09197865,59.30465698,0.44855996,0.27907134,POINT (1857133.4750817074 5705912.174542234)
2022-11-30 20:44:58.328000+00:00,2022p902336,earthquake,2022-12-02T02:40:19.745Z,175.9559021,-38.83497238,1.54167402,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,11,9,4,0.14687669,96.60394669,0.35176952,0.2245395,POINT (1856574.8015042674 5697384.147929968)
2022-11-30 20:46:36.528000+00:00,2022p902339,earthquake,2022-12-01T00:43:23.554Z,175.9268799,-38.82461548,1.65610987,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,17,15,6,0.1278446,61.16387844,0.48058937,0.19609326,POINT (1854092.029803743 5698614.938634691)
2022-11-30 21:01:02.776000+00:00,2022p902366,earthquake,2022-12-01T00:28:15.118Z,175.9320679,-38.73197556,1.6578351,8.0272646,MLv,,LOCSAT,confirmed,manual,iasp91,20,13,6,0.06885512,122.5623856,0.25164975,0.21345306,POINT (1854872.3673508167 5708883.3733616695)
2022-11-30 21:08:15.302000+00:00,2022p902379,earthquake,2022-12-12T00:47:50.518Z,175.9016571,-38.79553223,1.82135641,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,19,13,6,0.12348953,92.31584167,0.33410127,0.138229,POINT (1852004.502435499 5701913.0271142)
2022-11-30 21:41:29.881000+00:00,2022p902442,earthquake,2022-12-12T00:49:35.586Z,175.9996796,-38.79761505,2.04402349,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,24,18,7,0.12312473,97.12309265,0.39529138,0.29237092,POINT (1860511.6747810263 5701406.849108111)
2022-11-30 22:10:48.208000+00:00,2022p902497,earthquake,2022-12-01T00:06:54.754Z,175.959549,-38.82767487,1.80870804,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,18,11,8,0.15136699,104.7439766,0.3440293,0.13141072,POINT (1856917.675052151 5698183.911589279)
2022-11-30 22:18:52.820000+00:00,2022p902512,earthquake,2022-12-12T00:51:22.284Z,175.9248199,-38.79886627,1.86977977,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,20,15,5,0.13515021,87.94966125,0.36291631,0.34169289,POINT (1854004.6865174738 5701478.800582624)
2022-11-30 22:38:31.735000+00:00,2022p902549,earthquake,2022-11-30T23:02:31.044Z,175.957901,-38.76251221,2.04200741,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,16,12,6,0.09641506,108.8864975,0.21096319,0.26828951,POINT (1857008.746697469 5705421.554216842)
2022-11-30 22:56:02.799000+00:00,2022p902582,earthquake,2022-11-30T23:08:07.492Z,175.9361877,-38.81367493,1.99562206,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,14,16,0.13852394,55.92193604,0.42942854,0.0,POINT (1854939.2687711467 5699803.382505055)
2022-11-30 23:16:45.882000+00:00,2022p902621,earthquake,2022-11-30T23:51:48.594Z,175.9574432,-38.76274872,1.88897666,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,18,13,5,0.09665065,57.90909195,0.49243318,0.27111197,POINT (1856968.1121022184 5705396.588900129)
2022-11-30 23:29:04.219000+00:00,2022p902644,earthquake,2022-11-30T23:33:51.382Z,175.8812866,-38.82364655,1.92615334,8.10992718,MLv,,LOCSAT,confirmed,manual,iasp91,16,11,14,0.09534804,105.083498,0.15849371,0.14863934,POINT (1850136.5941358788 5698848.3958868245)
2022-11-30 23:30:46.372000+00:00,2022p902647,earthquake,2022-12-12T00:53:18.052Z,175.9358521,-38.74162674,2.17402095,5.7915597,MLv,,LOCSAT,confirmed,manual,iasp91,31,24,19,0.07743052,52.23300171,0.39227301,0.20921249,POINT (1855166.99649591 5707801.56176649)
2022-12-01 00:20:22.078000+00:00,2022p902739,earthquake,2022-12-12T03:15:28.045Z,175.9391327,-38.83471298,2.41143256,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,25,19,31,0.13189144,40.61288071,0.42006154,0.14802627,POINT (1855119.854651316 5697459.948573908)
2022-12-01 00:26:34.635000+00:00,2022p902751,earthquake,2022-12-01T00:32:28.008Z,175.8892365,-38.80801392,1.78197676,10.99420357,MLv,,LOCSAT,confirmed,manual,iasp91,10,9,10,0.10848525,106.7697697,0.26305514,0.15287767,POINT (1850881.7779599878 5700561.77633904)
2022-12-01 00:42:43.833000+00:00,2022p902782,earthquake,2022-12-01T00:47:56.310Z,175.9434967,-38.82079697,2.25522266,8.76498413,MLv,,LOCSAT,confirmed,manual,iasp91,19,15,25,0.14135875,62.40029335,0.30181747,0.14424565,POINT (1855548.5247003844 5698992.409958205)
2022-12-01 00:51:41.196000+00:00,2022p902799,earthquake,2022-12-12T19:41:46.468Z,176.0290985,-38.77590561,1.75689379,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,13,12,6,0.1232583,90.8651123,0.17197299,0.20801303,POINT (1863146.9970122683 5703732.294382753)
2022-12-01 00:53:00.650000+00:00,2022p902801,earthquake,2022-12-01T00:59:12.199Z,175.9462433,-38.8229866,4.10360764,9.71019268,MLv,,LOCSAT,confirmed,manual,iasp91,31,25,23,0.13247778,43.30877686,0.27231535,0.16375143,POINT (1855779.1824745305 5698741.671014755)
2022-12-01 00:56:20.174000+00:00,2022p902808,earthquake,2022-12-12T19:45:05.980Z,175.9567108,-38.84410477,2.09984682,9.28423309,MLv,,LOCSAT,confirmed,manual,iasp91,16,11,2,0.14581065,62.00506401,0.34430745,0.40841869,POINT (1856612.1750014275 5696368.180452899)
2022-12-01 00:58:23.387000+00:00,2022p902812,earthquake,2022-12-12T19:52:48.580Z,175.9437866,-38.82758331,2.36441901,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,26,20,25,0.13187028,41.29094315,0.36063454,0.16435436,POINT (1855549.4125841937 5698238.319201418)
2022-12-01 01:03:21.420000+00:00,2022p902821,earthquake,2022-12-01T02:04:07.074Z,175.9729462,-38.80579758,1.63489457,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,10,7,5,0.14015971,119.3095322,0.23607943,0.18143422,POINT (1858159.9610732282 5700574.496194565)
2022-12-01 01:17:16.530000+00:00,2022p902847,earthquake,2022-12-12T19:56:24.573Z,175.9398956,-38.73831177,2.03076166,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,18,14,12,0.07354723,54.85827637,0.38771009,0.17921563,POINT (1855530.3264822224 5708158.227750687)
2022-12-01 01:35:36.598000+00:00,2022p902882,earthquake,2022-12-03T02:45:34.924Z,175.9716034,-38.7767868,1.87687481,9.04081249,MLv,,LOCSAT,confirmed,manual,iasp91,19,16,10,0.11121867,110.0987244,0.18667668,0.17056406,POINT (1858148.0599291734 5703798.472708805)
2022-12-01 01:40:49.237000+00:00,2022p902891,earthquake,2022-12-12T20:03:02.253Z,175.97229,-38.78461075,1.97561258,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,10,6,0.11904603,108.9836578,0.23023647,0.23078722,POINT (1858179.4741070834 5702928.079565725)
2022-12-01 02:12:29.727000+00:00,2022p902951,earthquake,2022-12-03T02:51:31.437Z,175.9585724,-38.76916122,1.60748999,4.52639961,MLv,,LOCSAT,confirmed,manual,iasp91,15,12,7,0.1030573,100.2504501,0.2514873,0.18036306,POINT (1857043.2118643145 5704681.633936372)
2022-12-01 02:22:48.512000+00:00,2022p902970,earthquake,2022-12-12T20:07:20.661Z,175.92836,-38.81324005,2.45831427,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,27,23,17,0.133065,42.92134094,0.43548765,0.12378849,POINT (1854261.0356422581 5699873.478726023)
2022-12-01 02:37:51.003000+00:00,2022p902998,earthquake,2022-12-12T20:10:37.775Z,176.0198364,-38.79214096,1.98001089,5.99178028,MLv,,LOCSAT,confirmed,manual,iasp91,18,15,7,0.11203527,84.05404663,0.25466768,0.27427222,POINT (1862282.6562109063 5701956.79397594)
2022-12-01 02:39:56.014000+00:00,2022p903002,earthquake,2022-12-12T20:14:34.274Z,175.9232635,-38.73429108,2.01039473,4.27125406,MLv,,LOCSAT,confirmed,manual,iasp91,17,14,6,0.07329778,58.1335144,0.38686133,0.28577157,POINT (1854098.6801715097 5708650.850278167)
2022-12-01 03:11:08.954000+00:00,2022p903061,earthquake,2022-12-01T03:34:18.518Z,175.9911194,-38.78124237,1.89797522,8.31639767,MLv,,LOCSAT,confirmed,manual,iasp91,10,9,5,0.11808725,70.8536377,0.22859012,0.20262249,POINT (1859827.5949211142 5703248.594090285)
2022-12-01 03:25:19.890000+00:00,2022p903088,earthquake,2022-12-01T03:45:40.323Z,175.9404144,-38.77759171,1.82454587,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,13,11,7,0.11226772,73.75042725,0.4720271,0.18991108,POINT (1855435.2263843736 5703796.770044923)
2022-12-01 03:44:06.558000+00:00,2022p903122,earthquake,2022-12-12T20:24:13.245Z,175.930954,-38.8215332,1.5528724,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,12,9,5,0.13187353,105.2236977,0.2683689,0.20295492,POINT (1854456.7639947424 5698945.72155341)
2022-12-01 03:52:17.619000+00:00,2022p903138,earthquake,2022-12-12T20:17:58.887Z,175.9319763,-38.71841812,2.04890736,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,22,17,7,0.05605686,56.71386719,0.25898729,0.25522911,POINT (1854912.620242107 5710388.473196823)
2022-12-01 03:57:22.652000+00:00,2022p903148,earthquake,2022-12-12T20:21:58.216Z,175.9560547,-38.83246994,1.6790981,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,15,10,7,0.14755082,115.7785912,0.43778271,0.16106635,POINT (1856597.0442956984 5697661.489123861)
2022-12-01 04:02:14.879000+00:00,2022p903156,earthquake,2022-12-12T20:27:02.102Z,175.9672241,-38.77967834,2.3431865,6.18760109,MLv,,LOCSAT,confirmed,manual,iasp91,27,20,15,0.11381124,69.82498169,0.23758906,0.27151736,POINT (1857757.1292564587 5703489.875854976)
2022-12-01 04:24:20.492000+00:00,2022p903198,earthquake,2022-12-01T04:30:27.477Z,175.9760437,-38.76208878,1.82836506,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,12,4,0.09708478,99.526474,0.34083028,0.26824354,POINT (1858586.9836007722 5705417.389641741)
2022-12-01 04:28:13.790000+00:00,2022p903206,earthquake,2022-12-12T20:31:51.177Z,175.8828583,-38.82203674,1.94758443,9.18595505,MLv,,LOCSAT,confirmed,manual,iasp91,16,13,16,0.09717108,71.67438507,0.28699286,0.14411708,POINT (1850278.7060153657 5699022.774309865)
2022-12-01 04:48:42.126000+00:00,2022p903244,earthquake,2022-12-12T20:34:51.674Z,175.9083252,-38.82896805,2.05782972,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,16,13,19,0.11272956,100.0302362,0.46851546,0.13464885,POINT (1852465.547281553 5698183.288070174)
2022-12-01 04:51:57.505000+00:00,2022p903250,earthquake,2022-12-12T20:37:50.627Z,175.9646454,-38.75725555,1.74685169,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,10,8,7,0.09133805,105.842598,0.19142903,0.11383235,POINT (1857613.7923434942 5705986.054129457)
2022-12-01 05:04:59.814000+00:00,2022p903274,earthquake,2022-12-12T20:44:58.860Z,175.9497223,-38.75396729,2.09250558,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,29,21,12,0.08809114,70.64315796,0.40586297,0.27520765,POINT (1856328.5678783797 5706392.990438601)
2022-12-01 05:08:45.227000+00:00,2022p903281,earthquake,2022-12-12T20:47:26.227Z,175.9728241,-38.77974319,2.1466191,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,24,19,13,0.11425287,45.58184814,0.3027292,0.23280016,POINT (1858243.451253226 5703466.866383982)
2022-12-01 05:11:37.624000+00:00,2022p903287,earthquake,2022-12-01T05:19:26.206Z,175.8791199,-38.85506439,1.35965534,14.76385212,MLv,,LOCSAT,confirmed,manual,iasp91,12,9,4,0.08427458,161.1314316,0.28729813,0.31618398,POINT (1849838.4674987923 5695367.006661018)
2022-12-01 05:17:19.875000+00:00,2022p903298,earthquake,2022-12-12T20:51:16.556Z,175.960083,-38.76398849,2.70517938,6.37969399,MLv,,LOCSAT,confirmed,manual,iasp91,19,14,43,0.09790988,59.52877808,0.25039329,0.21564527,POINT (1857193.069768426 5705251.551892687)
2022-12-01 05:34:26.963000+00:00,2022p903330,earthquake,2022-12-12T20:58:11.764Z,175.9080963,-38.85012054,2.86449588,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,23,20,52,0.1073766,37.1149807,0.48171356,0.13197314,POINT (1852370.8722712074 5695836.020110421)
