origintime,publicid,eventtype,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty,geometry
2022-08-17 05:12:28.695000+00:00,2022p616802,earthquake,2022-08-17T05:19:24.344Z,175.8623657,-38.78572845,1.80012117,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,19,8,0.1070886,86.28555298,0.41448798,0.0,POINT (1848625.5706211734 5703108.873070736)
2022-08-17 05:15:43.176000+00:00,2022p616808,earthquake,2022-08-17T05:23:27.248Z,175.8486786,-38.79760361,1.82914183,4.89712763,M,,LOCSAT,confirmed,manual,iasp91,19,15,12,0.09112192,93.639328,0.29097635,0.0,POINT (1847395.402643474 5701827.920471948)
2022-08-17 05:17:33.204000+00:00,2022p616811,earthquake,2022-08-17T06:03:52.086Z,175.8585968,-38.78359985,1.95480841,8.53898811,M,,LOCSAT,confirmed,manual,iasp91,18,14,9,0.10681444,88.2724762,0.29248228,0.0,POINT (1848305.5343616605 5703355.389545723)
2022-08-17 05:23:45.555000+00:00,2022p616823,earthquake,2022-08-17T05:32:30.285Z,175.8396759,-38.77243042,1.73133287,8.3028717,M,,LOCSAT,confirmed,manual,iasp91,19,16,8,0.10531963,97.95037842,0.24831878,0.0,POINT (1846700.2350673166 5704646.400982636)
2022-08-17 05:25:52.148000+00:00,2022p616827,earthquake,2022-08-17T06:06:15.306Z,175.8470306,-38.77877808,1.80565804,6.09673595,M,,LOCSAT,confirmed,manual,iasp91,16,12,6,0.10531683,94.59136963,0.16062369,0.0,POINT (1847317.3536648597 5703921.955584677)
2022-08-17 05:31:14.770000+00:00,2022p616837,earthquake,2022-09-01T02:24:04.276Z,175.8461761,-38.78005981,2.02085861,8.54981136,MLv,,LOCSAT,confirmed,manual,iasp91,12,10,10,0.10388161,105.0137596,0.14341096,0.191096,POINT (1847238.6812274177 5703781.999974345)
2022-08-17 05:44:33.665000+00:00,2022p616862,earthquake,2022-08-17T06:08:59.355Z,175.8666229,-38.79378128,1.50614784,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,12,3,0.10351129,83.82064819,0.20701328,0.0,POINT (1848967.3791722558 5702203.438981394)
2022-08-17 05:52:23.494000+00:00,2022p616877,earthquake,2022-08-17T06:01:17.409Z,175.862915,-38.79007721,1.60604217,5.670187,M,,LOCSAT,confirmed,manual,iasp91,18,14,7,0.10414763,96.72881508,0.16988363,0.0,POINT (1848658.1696358942 5702624.678487102)
2022-08-17 05:53:15.482000+00:00,2022p616879,earthquake,2022-08-17T05:57:38.941Z,175.8638916,-38.78726959,1.69113411,6.13904095,M,,LOCSAT,confirmed,manual,iasp91,17,14,7,0.10673031,85.48071289,0.14517193,0.0,POINT (1848752.773855025 5702933.657935744)
2022-08-17 05:58:56.370000+00:00,2022p616889,earthquake,2022-08-17T06:14:49.731Z,175.8330688,-38.77986908,1.63406647,8.02578735,M,,LOCSAT,confirmed,manual,iasp91,15,11,6,0.09871877,103.4759674,0.15785857,0.0,POINT (1846100.5439128908 5703838.549380529)
2022-08-17 07:20:58.310000+00:00,2022p617043,earthquake,2022-09-01T02:31:01.539Z,175.8492126,-38.77239609,2.17444364,5.98861408,MLv,,LOCSAT,confirmed,manual,iasp91,19,15,21,0.1113045,75.49284363,0.33641079,0.10882845,POINT (1847529.0143711187 5704624.427862722)
2022-08-17 07:24:05.010000+00:00,2022p617049,earthquake,2022-08-17T07:32:29.214Z,175.844696,-38.78452301,1.8227391,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,17,12,0.09954596,84.3210907,0.36894386,0.0,POINT (1847094.6675028773 5703290.602979827)
2022-08-17 10:25:02.303000+00:00,2022p617389,earthquake,2022-08-17T10:34:51.116Z,175.8453064,-38.78316116,1.90696173,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,22,21,6,0.10093648,62.65640259,0.46707903,0.24830373,POINT (1847152.40318742 5703440.1130499635)
2022-08-17 14:03:20.642000+00:00,2022p617798,earthquake,2022-08-17T14:25:38.636Z,175.773407,-38.80118942,1.7816827,8.02817154,MLv,,LOCSAT,confirmed,manual,iasp91,15,12,8,0.06521973,134.0436859,0.30169291,0.23257445,POINT (1840845.1873151278 5701631.062115101)
2022-08-17 17:20:12.958000+00:00,2022p618168,earthquake,2022-09-20T02:51:34.018Z,175.9807739,-38.79017639,2.17682404,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,21,16,13,0.12389816,105.7108765,0.23007398,0.26378308,POINT (1858896.396235006 5702286.288438244)
2022-08-18 14:44:43.531000+00:00,2022p620579,earthquake,2022-09-20T04:17:13.015Z,175.9474792,-38.85923767,2.12272756,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,17,13,18,0.11719727,50.4067347,0.30490215,0.1492419,POINT (1855756.5597212436 5694714.351264696)
2022-08-18 21:27:21.597000+00:00,2022p621335,earthquake,2022-09-20T04:29:42.602Z,175.8969574,-38.7888298,2.08574546,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,19,17,14,0.12455857,63.37817383,0.23392346,0.15426384,POINT (1851619.8514404446 5702669.936866962)
2022-08-18 23:25:38.746000+00:00,2022p621557,earthquake,2022-09-20T04:14:06.957Z,175.9393005,-38.76638794,2.09279157,5.77475452,MLv,,LOCSAT,confirmed,manual,iasp91,25,18,15,0.10128723,57.24804688,0.30245946,0.19626463,POINT (1855378.4296008428 5705043.484798354)
2022-08-19 14:21:37.426000+00:00,2022p623238,earthquake,2022-08-19T15:21:41.192Z,175.8454285,-38.94124603,1.857279,3.04897404,M,,LOCSAT,confirmed,manual,iasp91,24,17,11,0.05083993,78.85175323,0.37613827,0.0,POINT (1846615.7830198193 5685892.70752686)
2022-08-19 14:49:02.737000+00:00,2022p623289,earthquake,2022-08-19T17:29:40.286Z,175.8332977,-38.93198776,1.66548515,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,13,3,0.08094288,97.39109802,0.34917863,0.0,POINT (1845596.1773672877 5686953.143403178)
2022-08-19 18:39:54.577000+00:00,2022p623723,earthquake,2022-08-19T18:47:54.997Z,176.0131683,-38.8329277,1.88408389,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,14,6,0.19114408,80.17014694,0.51499957,0.0,POINT (1861554.025144169 5697448.561896533)
2022-08-19 19:44:34.886000+00:00,2022p623844,earthquake,2022-08-19T19:52:37.376Z,175.8279114,-38.77019882,1.9344223,7.91233063,MLv,,LOCSAT,confirmed,manual,iasp91,14,11,6,0.09674563,102.9139404,0.19534269,0.31861074,POINT (1845685.6611895098 5704925.787388063)
2022-08-19 22:45:02.849000+00:00,2022p624183,earthquake,2022-08-19T22:54:29.868Z,175.8053436,-38.80094528,1.64941709,3.92682338,MLv,,LOCSAT,confirmed,manual,iasp91,13,10,4,0.07039735,123.5887909,0.40527745,0.31375983,POINT (1843619.900121375 5701573.47263697)
2022-08-20 05:12:05.554000+00:00,2022p624909,earthquake,2022-08-20T05:44:42.133Z,176.0180511,-38.7755127,2.36731504,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,38,31,24,0.09708345,41.09841919,0.43977002,0.26212668,POINT (1862188.5225726853 5703807.661828646)
2022-08-20 05:14:00.524000+00:00,2022p624913,earthquake,2022-08-20T05:19:47.776Z,176.0164948,-38.77219391,2.11822357,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,33,28,12,0.09456003,46.61666107,0.5838323,0.24792358,POINT (1862065.4514809882 5704180.512292142)
2022-08-20 07:08:00.252000+00:00,2022p625126,earthquake,2022-08-20T08:48:45.551Z,175.9710236,-38.80373764,2.05637605,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,36,30,19,0.12842028,43.89288712,0.36093108,0.15402373,POINT (1858000.4138804711 5700808.581825721)
2022-08-20 11:27:12.519000+00:00,2022p625614,earthquake,2022-08-20T11:46:28.935Z,175.983429,-38.80331421,1.74322453,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,13,6,0.13865069,114.4840317,0.35010867,0.0,POINT (1859079.430472822 5700820.465196966)
2022-08-20 14:39:59.587000+00:00,2022p625975,earthquake,2022-08-20T15:23:45.270Z,175.8928375,-38.80467606,1.63737121,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,12,10,8,0.11265882,74.89441681,0.56560289,0.23747239,POINT (1851206.2549285789 5700922.373857631)
2022-08-20 17:11:35.041000+00:00,2022p626260,earthquake,2022-09-06T03:54:13.936Z,175.9737549,-38.86169434,3.5380672,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,16,13,88,0.09683193,68.74206543,0.29503915,0.1841463,POINT (1858028.085168775 5694367.662738478)
2022-08-20 17:13:18.278000+00:00,2022p626263,earthquake,2022-08-20T17:15:23.393Z,175.9784088,-38.86408234,2.5604596,4.05824232,M,,LOCSAT,confirmed,manual,iasp91,29,24,8,0.09265761,81.56762695,0.28912453,0.0,POINT (1858423.3210894524 5694089.418178391)
2022-08-20 17:13:58.686000+00:00,2022p626264,earthquake,2022-09-06T04:00:38.758Z,175.9780426,-38.84847641,2.93173145,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,19,17,37,0.0985463,42.56033325,0.31564632,0.16237596,POINT (1858448.0793866625 5695822.722110075)
2022-08-20 17:15:45.355000+00:00,2022p626268,earthquake,2022-09-06T04:06:33.666Z,175.9768524,-38.8645401,2.75322385,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,17,14,18,0.09369268,99.047966,0.30771221,0.16971402,POINT (1858286.595086457 5694043.0150412135)
2022-08-20 17:20:18.002000+00:00,2022p626276,earthquake,2022-08-20T17:25:36.282Z,175.9610901,-38.88068008,1.71555546,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,13,12,10,0.1481462,66.88676071,0.4627041,0.16380603,POINT (1856860.5576410946 5692295.987676457)
2022-08-20 17:37:38.099000+00:00,2022p626309,earthquake,2022-09-06T04:27:58.186Z,175.9683533,-38.84538269,1.51577165,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,12,8,5,0.15461916,90.95587921,0.28708569,0.23589127,POINT (1857618.2051882274 5696193.526350566)
2022-08-20 18:42:36.500000+00:00,2022p626429,earthquake,2022-08-20T18:45:42.317Z,175.994812,-38.81970978,1.75780808,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,12,6,0.14479978,122.426506,0.22117526,0.0,POINT (1860008.4430546642 5698968.200464328)
2022-08-21 01:47:29.170000+00:00,2022p627228,earthquake,2022-08-21T01:50:14.744Z,175.8802948,-38.93958282,1.31909625,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,11,9,7,0.04119082,192.0887756,0.22345591,0.0,POINT (1849644.0496607835 5685982.324182733)
2022-08-21 14:19:20.249000+00:00,2022p628639,earthquake,2022-08-21T14:28:15.587Z,176.0300293,-38.7743988,1.72279615,4.91968107,M,,LOCSAT,confirmed,manual,iasp91,16,11,6,0.12225664,84.94290161,0.23866608,0.0,POINT (1863233.4194783927 5703896.870335664)
2022-08-21 18:59:53.997000+00:00,2022p629166,earthquake,2022-08-21T19:04:59.890Z,175.8633575,-38.79973221,1.36267386,9.77312946,MLv,,LOCSAT,confirmed,manual,iasp91,16,11,7,0.09755381,98.00222969,0.2332007,0.29906072,POINT (1848663.0263013928 5701551.795899596)
2022-08-21 19:30:22.661000+00:00,2022p629223,earthquake,2022-08-21T19:33:03.659Z,175.9553223,-38.77682495,2.13832723,5.89530516,M,,LOCSAT,confirmed,manual,iasp91,17,14,10,0.11071898,69.41539109,0.37222027,0.0,POINT (1856733.2837562053 5703840.103699885)
2022-08-22 05:40:12.948000+00:00,2022p630368,earthquake,2022-08-22T05:43:41.651Z,175.9518433,-38.85745621,1.45564076,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,16,7,0.14056267,135.4077988,0.38120681,0.0,POINT (1856141.7074604717 5694899.848835612)
2022-08-22 06:01:54.823000+00:00,2022p630408,earthquake,2022-08-22T06:17:07.221Z,176.0172729,-38.77725983,1.99452131,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,23,17,12,0.09892602,44.94787598,0.34334136,0.30422202,POINT (1862114.5020541735 5703615.962355995)
2022-08-22 22:11:46.834000+00:00,2022p632229,earthquake,2022-08-22T22:27:52.341Z,175.9603271,-38.82262421,1.52625,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,15,13,6,0.15332362,64.25442886,0.1866819,0.16880583,POINT (1857003.4110177732 5698742.343157996)
2022-08-23 18:51:03.651000+00:00,2022p634555,earthquake,2022-08-23T19:10:22.346Z,175.9717865,-38.83138657,1.94430333,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,22,18,6,0.15976499,95.91373444,0.27279832,0.0,POINT (1857966.8034175672 5697737.399267424)
2022-08-23 19:32:55.307000+00:00,2022p634633,earthquake,2022-08-23T19:40:18.506Z,175.9705963,-38.82607269,2.23886712,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,22,20,24,0.15877429,54.02807617,0.22167151,0.0,POINT (1857882.6594246568 5698330.602952665)
2022-08-23 19:41:01.159000+00:00,2022p634647,earthquake,2022-09-07T02:21:19.767Z,175.9821777,-38.82302475,2.77898489,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,25,20,49,0.10928,44.52224731,0.44306016,0.11677604,POINT (1858899.30640439 5698636.143745613)
2022-08-23 19:57:13.941000+00:00,2022p634679,earthquake,2022-08-23T20:10:50.448Z,175.9718475,-38.83049774,2.56270303,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,49,38,37,0.16000947,32.64437866,0.40372104,0.0,POINT (1857975.31117479 5697835.887032329)
2022-08-23 20:02:14.206000+00:00,2022p634688,earthquake,2022-08-23T20:09:22.481Z,176.0106354,-38.84518051,1.64459235,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,11,6,0.16472796,88.18107605,0.39108152,0.0,POINT (1861289.2562705693 5696095.743270663)
2022-08-23 20:03:37.658000+00:00,2022p634691,earthquake,2022-08-23T21:12:53.417Z,175.9744415,-38.83235168,1.59692861,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,16,12,7,0.16158114,97.67404175,0.41464214,0.10109185,POINT (1858193.8257167155 5697622.764968644)
2022-08-23 20:09:59.707000+00:00,2022p634703,earthquake,2022-08-23T20:26:16.875Z,175.9886017,-38.82709885,1.62631124,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,13,6,0.16273724,99.87319946,0.22260191,0.0,POINT (1859442.316078319 5698165.679534346)
2022-08-23 21:19:54.311000+00:00,2022p634834,earthquake,2022-08-23T22:09:15.114Z,175.9805298,-38.83792496,1.520792,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,10,7,0.16517328,135.5240784,0.23505114,0.0,POINT (1858702.2191841337 5696986.889188392)
2022-08-24 06:03:18.270000+00:00,2022p635816,earthquake,2022-08-24T06:49:22.675Z,175.9287415,-38.76495743,2.55708775,5.0,MLv,operator assigned,LOCSAT,preliminary,manual,iasp91,25,22,31,0.10137931,56.94009399,0.66383814,0.12860131,POINT (1854465.9327332445 5705231.716080269)
2022-08-24 06:17:20.586000+00:00,2022p635843,earthquake,2022-08-24T06:33:08.137Z,175.9950409,-38.83330917,2.5641273,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,17,28,0.095049,88.00466919,0.22881634,0.0,POINT (1859978.8016391152 5697458.009698233)
2022-08-24 07:57:45.389000+00:00,2022p636031,earthquake,2022-08-24T08:09:28.097Z,175.97258,-38.83223724,1.87405456,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,19,17,21,0.16018505,68.1055603,0.31208026,0.12010219,POINT (1858032.6221900466 5697640.731930591)
2022-08-24 10:43:44.275000+00:00,2022p636343,earthquake,2022-08-24T10:49:18.037Z,175.93396,-38.84387207,1.04310897,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,10,10,3,0.12832704,226.8048859,0.35152581,0.0,POINT (1854638.096563087 5696457.741393438)
2022-08-24 10:46:20.891000+00:00,2022p636347,earthquake,2022-08-24T10:55:24.275Z,175.962677,-38.81835938,1.41810434,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,10,9,6,0.15223423,106.4318085,0.14596066,0.0,POINT (1857222.8178339722 5699209.120135505)
2022-08-24 13:30:48.414000+00:00,2022p636656,earthquake,2022-08-24T14:05:40.362Z,175.9813385,-38.83218765,1.55048285,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,12,3,0.16688298,96.81179047,0.30384364,0.0,POINT (1858793.2247349427 5697621.43960594)
2022-08-24 14:12:11.236000+00:00,2022p636734,earthquake,2022-08-24T14:14:39.849Z,176.0121918,-38.78002167,1.51615349,4.07001877,M,,LOCSAT,confirmed,manual,iasp91,17,13,4,0.1030659,91.48666382,0.48692675,0.0,POINT (1861662.9080719524 5703323.959871666)
2022-08-24 22:58:29.903000+00:00,2022p637722,earthquake,2022-08-25T00:25:49.826Z,175.9813385,-38.81864548,1.48562973,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,10,5,0.15360346,99.64949799,0.30852617,0.0,POINT (1858842.3074107633 5699124.622770353)
2022-08-25 06:02:45.885000+00:00,2022p638518,earthquake,2022-08-25T06:13:34.778Z,175.9821472,-38.81985474,1.82579008,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,16,14,7,0.11128707,67.77323341,0.42226197,0.21329865,POINT (1858908.149628278 5698988.101769036)
2022-08-25 06:54:40.746000+00:00,2022p638616,earthquake,2022-08-25T07:02:12.472Z,175.9805145,-38.81243515,1.68574507,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,18,13,4,0.11709081,138.665741,0.43419836,0.25783185,POINT (1858793.2509394647 5699816.305248415)
2022-08-25 15:44:51.573000+00:00,2022p639611,earthquake,2022-08-25T15:55:40.936Z,175.8655396,-38.80504227,2.19784671,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,20,17,0.09530547,61.68371582,0.34511693,0.0,POINT (1848834.073557297 5700956.45076663)
2022-08-25 15:53:38.731000+00:00,2022p639627,earthquake,2022-08-25T16:00:29.025Z,176.0093079,-38.83694458,2.50637148,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,33,30,31,0.08406369,58.53561401,0.49215486,0.0,POINT (1861204.16301 5697013.740233528)
2022-08-25 17:27:58.845000+00:00,2022p639804,earthquake,2022-08-25T17:49:06.124Z,175.8621826,-38.81802368,1.29175463,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,13,10,5,0.08534568,87.08936691,0.23064725,0.24813818,POINT (1848497.358319918 5699524.6879806)
2022-08-25 22:33:08.304000+00:00,2022p640377,earthquake,2022-08-25T22:55:11.543Z,176.019516,-38.82174683,1.76565449,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,11,5,0.08923151,61.66674805,0.27053318,0.1662325,POINT (1862146.1847156682 5698671.440115276)
2022-08-26 01:16:08.309000+00:00,2022p640683,earthquake,2022-08-26T01:21:18.123Z,176.030304,-38.83368683,1.93483233,3.86244273,M,,LOCSAT,confirmed,manual,iasp91,16,13,7,0.07467775,59.10761642,0.41607036,0.0,POINT (1863038.9672832931 5697315.0515567055)
2022-08-26 10:32:25.113000+00:00,2022p641727,earthquake,2022-08-31T00:28:37.982Z,175.8654175,-38.76468277,1.85868225,7.58478832,MLv,,LOCSAT,confirmed,manual,iasp91,13,12,6,0.11800914,73.04174805,0.35492164,0.2063268,POINT (1848963.9241525757 5705436.571795121)
2022-08-26 11:27:56.601000+00:00,2022p641831,earthquake,2022-08-26T12:01:02.743Z,175.8644714,-38.80590439,1.6995374,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,21,16,7,0.09411266,82.10133362,0.24703529,0.27890546,POINT (1848738.2972122126 5700863.667352481)
2022-08-27 02:46:13.705000+00:00,2022p643555,earthquake,2022-08-27T03:37:56.981Z,175.8758545,-38.80704498,2.58858787,7.48168659,M,,LOCSAT,confirmed,manual,iasp91,29,21,28,0.10040569,70.52389145,0.25107011,0.0,POINT (1849722.9498878128 5700706.002049776)
2022-08-27 05:28:57.033000+00:00,2022p643860,earthquake,2022-08-27T06:55:40.137Z,175.870697,-38.80360794,1.79973488,6.48712015,M,,LOCSAT,confirmed,manual,iasp91,19,17,14,0.09932145,58.21833801,0.2409521,0.0,POINT (1849287.0092833247 5701101.59432499)
2022-08-27 06:11:29.598000+00:00,2022p643939,earthquake,2022-08-27T07:12:40.705Z,175.8721008,-38.80245209,1.32497193,6.70121288,M,,LOCSAT,confirmed,manual,iasp91,14,11,4,0.10090131,100.939558,0.27333142,0.0,POINT (1849412.9687451967 5701226.058500959)
2022-08-27 06:50:09.400000+00:00,2022p644013,earthquake,2022-08-27T07:04:44.129Z,175.8088989,-38.76995087,1.80830094,6.78341055,M,,LOCSAT,confirmed,manual,iasp91,17,13,13,0.08568067,69.12508392,0.3539047,0.0,POINT (1844034.4338084536 5705004.238942468)
2022-08-27 06:54:07.890000+00:00,2022p644020,earthquake,2022-08-27T07:07:50.484Z,175.8714294,-38.80003357,1.68994405,5.34226751,M,,LOCSAT,confirmed,manual,iasp91,16,13,8,0.10205106,77.74052429,0.26279296,0.0,POINT (1849363.0912790764 5701496.34124368)
2022-08-27 14:16:02.389000+00:00,2022p644849,earthquake,2022-08-27T14:46:28.033Z,176.0074463,-38.8180542,2.04095468,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,11,13,0.09819017,148.2309494,0.36493339,0.0,POINT (1861111.617566283 5699115.913366274)
2022-08-27 21:27:49.728000+00:00,2022p645660,earthquake,2022-08-27T21:38:26.499Z,175.9961853,-38.80482101,2.39297604,4.98728895,MLv,,LOCSAT,confirmed,manual,iasp91,26,22,34,0.1139102,46.79915237,0.25108,0.18745866,POINT (1860181.913058784 5700616.946605781)
2022-08-28 04:23:09.417000+00:00,2022p646439,earthquake,2022-08-31T00:19:05.480Z,175.8441467,-38.77931595,1.46204501,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,15,10,7,0.1036312,96.39097595,0.16912882,0.18491134,POINT (1847064.9310914485 5703870.054348377)
2022-08-29 09:31:19.652000+00:00,2022p649720,earthquake,2022-08-31T00:09:30.461Z,175.9886169,-38.82966614,1.17048749,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,13,12,5,0.10124505,99.30571747,0.34629267,0.25888423,POINT (1859434.3075145641 5697880.666196833)
2022-08-29 13:30:42.125000+00:00,2022p650169,earthquake,2022-08-29T13:47:03.257Z,175.9897308,-38.83084488,1.61291745,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,14,13,0.166568,80.18360901,0.27367518,0.0,POINT (1859526.7365113501 5697746.65901108)
2022-08-29 15:13:52.266000+00:00,2022p650363,earthquake,2022-08-29T15:56:11.006Z,175.9044952,-38.78928757,1.5907982,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,16,7,0.12894371,59.5305748,0.33692292,0.0,POINT (1852273.0655924827 5702598.339166734)
2022-08-29 15:19:23.097000+00:00,2022p650374,earthquake,2022-08-31T00:04:58.783Z,175.8919983,-38.77702713,1.59759092,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,16,12,7,0.12216316,72.59806824,0.4028028,0.14838578,POINT (1851230.4961224603 5703993.651200486)
2022-08-29 17:54:28.958000+00:00,2022p650664,earthquake,2022-09-13T00:59:59.861Z,175.9974213,-38.80382156,2.65312859,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,26,21,52,0.11403626,37.94483185,0.30234615,0.16636772,POINT (1860292.9060216325 5700724.363810415)
2022-08-29 18:00:40.312000+00:00,2022p650675,earthquake,2022-08-30T23:59:49.194Z,175.8317261,-38.84530258,1.22918624,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,13,11,4,0.05108907,93.25471497,0.26644582,0.17539198,POINT (1845758.7184103339 5696579.253968418)
2022-08-29 18:26:02.711000+00:00,2022p650724,earthquake,2022-08-29T19:47:32.955Z,176.0054169,-38.79769897,1.56064707,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,12,11,5,0.12133722,78.35739136,0.18529516,0.0,POINT (1861009.7316744528 5701381.155060311)
2022-08-29 23:07:26.602000+00:00,2022p651252,earthquake,2022-08-29T23:14:51.145Z,175.8886871,-38.79113388,1.62987823,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,13,11,0.11809097,73.81124878,0.32654276,0.0,POINT (1850893.3044916673 5702436.933108347)
2022-08-30 02:58:19.359000+00:00,2022p651686,earthquake,2022-09-13T23:13:24.054Z,175.8281555,-38.76595306,1.28299163,9.04936504,MLv,,LOCSAT,confirmed,manual,tab,11,8,6,0.09423842,101.2887115,0.21006978,0.24583154,POINT (1845721.4498393326 5705396.394078406)
2022-08-30 05:15:33.011000+00:00,2022p651943,earthquake,2022-08-30T05:23:52.487Z,175.811264,-38.79146957,1.87617927,5.0,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,16,16,19,0.08090174,51.24279785,0.34338299,0.13625441,POINT (1844166.4849940997 5702609.43388056)
2022-08-30 07:24:56.160000+00:00,2022p652186,earthquake,2022-08-30T09:47:10.775Z,175.7862091,-38.82348251,1.10632441,7.64922094,MLv,,LOCSAT,confirmed,manual,iasp91,21,14,7,0.04432889,133.183075,0.21903596,0.16144553,POINT (1841881.6443316324 5699122.7895533135)
2022-08-30 14:48:04.521000+00:00,2022p653018,earthquake,2022-09-16T00:56:06.477Z,176.0080109,-38.81140137,1.48826008,4.02890968,MLv,,LOCSAT,confirmed,manual,iasp91,15,11,6,0.10291976,69.12271118,0.30424701,0.16086623,POINT (1861184.970132509 5699852.766641622)
2022-08-30 15:53:52.977000+00:00,2022p653141,earthquake,2022-08-30T15:56:40.729Z,175.941391,-38.86507034,1.71023319,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,18,19,0.12926468,58.63331985,0.32820034,0.0,POINT (1855207.3062050922 5694083.977416981)
2022-08-30 16:16:54.866000+00:00,2022p653184,earthquake,2022-08-30T16:29:46.160Z,175.8816986,-38.74904251,1.34676638,5.0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,8,7,5,0.12332889,107.0894642,0.39179167,0.0,POINT (1850433.484889282 5707128.12796382)
2022-08-31 03:42:56.716000+00:00,2022p654472,earthquake,2022-09-13T21:21:55.731Z,175.7884674,-38.75790024,1.56389567,8.38806534,MLv,,LOCSAT,confirmed,manual,tab,10,8,6,0.06600913,119.5923309,0.4564105,0.18495076,POINT (1842299.8487211089 5706396.148757198)
2022-08-31 08:24:50.124000+00:00,2022p655001,earthquake,2022-08-31T09:31:24.553Z,175.8128357,-38.76430893,2.27240214,6.14655542,MLv,,LOCSAT,confirmed,manual,iasp91,24,20,39,0.08398202,42.43530273,0.48041546,0.20243951,POINT (1844395.784963192 5705619.952925448)
2022-08-31 08:26:56.862000+00:00,2022p655005,earthquake,2022-08-31T09:35:32.379Z,175.7968597,-38.75914383,1.70386195,5.3819685,MLv,,LOCSAT,confirmed,manual,iasp91,30,24,15,0.07138266,49.12795115,0.31813123,0.14520619,POINT (1843024.9900235739 5706235.842910851)
