publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2023p207125,earthquake,2023-03-18T15:16:30.420Z,2023-03-18T19:17:37.184Z,176.6753387,-38.09371567,1.657403347,3.979767084,MLv,,LOCSAT,confirmed,manual,iasp91,19,13,5,0.02865975164,72.12310791,0.3404549283,0.2792619037
2023p207122,earthquake,2023-03-18T15:15:00.620Z,2023-03-18T19:20:50.134Z,176.7359009,-38.02721405,1.622432886,4.962414742,MLv,,LOCSAT,confirmed,manual,iasp91,25,17,5,0.0600065887,109.7980347,0.3495512425,0.3994848813
2023p207108,earthquake,2023-03-18T15:07:20.453Z,2023-03-18T19:24:24.999Z,176.6890869,-38.1112175,1.94878095,3.767123699,MLv,,LOCSAT,confirmed,manual,iasp91,34,27,14,0.03192163631,38.07907867,0.4221048889,0.2715012101
2023p207090,earthquake,2023-03-18T14:57:50.475Z,2023-03-18T19:29:36.564Z,176.6699677,-38.11606979,1.746601433,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,28,17,9,0.130984515,77.94774389,0.4883991472,0.206834286
2023p207086,earthquake,2023-03-18T14:56:06.891Z,2023-03-18T19:39:40.298Z,176.7242432,-38.05728531,1.798884588,4.810028076,MLv,,LOCSAT,confirmed,manual,iasp91,23,18,8,0.02872384712,95.81645966,0.3995725783,0.2289619966
2023p207073,earthquake,2023-03-18T14:48:56.973Z,2023-03-18T19:41:57.116Z,176.7420349,-38.04801559,1.82430434,4.87996912,MLv,,LOCSAT,confirmed,manual,iasp91,18,12,6,0.04386501759,106.9089279,0.3303654272,0.2598963314
2023p207063,earthquake,2023-03-18T14:43:20.232Z,2023-03-18T19:46:05.758Z,176.7239685,-38.06087112,3.398554686,3.471825123,MLv,,LOCSAT,confirmed,manual,iasp91,47,38,78,0.0254027769,56.36003113,0.3952486225,0.2315782081
2023p207059,earthquake,2023-03-18T14:41:08.866Z,2023-03-18T19:48:02.327Z,176.7324677,-38.04574203,2.011913225,4.933419228,MLv,,LOCSAT,confirmed,manual,iasp91,24,16,7,0.06090163067,82.36400604,0.3495383781,0.09823395756
2023p207055,earthquake,2023-03-18T14:39:10.537Z,2023-03-18T20:49:37.323Z,176.6263123,-38.08004761,2.374985632,4.15755415,MLv,,LOCSAT,confirmed,manual,iasp91,43,38,31,0.06557188183,29.0573349,0.4730202895,0.1981519317
2023p207051,earthquake,2023-03-18T14:37:15.180Z,2023-03-18T20:51:59.771Z,176.689682,-38.09928131,1.609356916,7.308646679,MLv,,LOCSAT,confirmed,manual,iasp91,18,13,5,0.02207072265,65.29022217,0.3040060951,0.3003586117
2023p207026,earthquake,2023-03-18T14:24:26.826Z,2023-03-18T20:57:10.322Z,176.6730194,-38.11281204,1.886816702,3.303186417,MLv,,LOCSAT,confirmed,manual,iasp91,41,29,13,0.04091924056,45.21453857,0.486966157,0.3315623955
2023p207005,earthquake,2023-03-18T14:12:38.696Z,2023-03-18T21:00:17.841Z,176.6666718,-38.10049057,1.753966632,5.841210365,MLv,,LOCSAT,confirmed,manual,iasp91,14,11,6,0.1155511811,106.0872085,0.566590634,0.1380799633
2023p206999,earthquake,2023-03-18T14:09:12.974Z,2023-03-18T21:02:30.574Z,176.7414093,-38.04111099,1.995341309,3.903274536,MLv,,LOCSAT,confirmed,manual,iasp91,34,26,19,0.0493463017,81.91873169,0.4573053901,0.2214068992
2023p206988,earthquake,2023-03-18T14:03:48.569Z,2023-03-18T21:04:07.298Z,176.7578735,-38.03141403,1.771129301,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,17,13,5,0.06462627649,112.3095474,0.4950068064,0.2704290692
2023p206980,earthquake,2023-03-18T13:59:05.409Z,2023-03-18T21:06:26.867Z,176.6589813,-38.09689331,2.167452554,4.222661495,MLv,,LOCSAT,confirmed,manual,iasp91,47,32,18,0.04188232496,63.0532155,0.7150127544,0.2064495379
2023p206978,earthquake,2023-03-18T13:57:59.007Z,2023-03-18T21:07:56.793Z,176.6705627,-38.08478165,1.648144741,6.085739613,MLv,,LOCSAT,confirmed,manual,iasp91,14,10,5,0.03058591112,85.76541686,0.2342840549,0.1885245845
2023p206974,earthquake,2023-03-18T13:56:14.252Z,2023-03-18T21:09:56.864Z,176.6925354,-38.10091782,1.69631853,5.058433056,MLv,,LOCSAT,confirmed,manual,iasp91,23,16,7,0.02183169872,72.46500397,0.3128621837,0.3064630018
2023p206972,earthquake,2023-03-18T13:54:57.188Z,2023-03-18T21:12:02.996Z,176.7579956,-38.0267868,1.698400711,3.540822744,MLv,,LOCSAT,confirmed,manual,iasp91,16,12,7,0.06845423579,111.575058,0.1623552789,0.2318348743
2023p206966,earthquake,2023-03-18T13:51:38.438Z,2023-03-18T21:14:56.821Z,176.6736908,-38.11817932,1.864193604,3.955746174,MLv,,LOCSAT,confirmed,manual,iasp91,31,19,10,0.0445699133,44.42959595,0.384448348,0.2553295965
2023p206961,earthquake,2023-03-18T13:48:51.031Z,2023-03-18T21:17:16.695Z,176.740097,-38.03476715,1.732437453,4.548858643,MLv,,LOCSAT,confirmed,manual,iasp91,22,14,6,0.0544061102,109.3293152,0.3648525417,0.1436739531
2023p206938,earthquake,2023-03-18T13:36:55.042Z,2023-03-18T21:25:36.439Z,176.606308,-38.07342911,2.606298789,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,59,44,34,0.08189164102,40.10067749,0.8394644736,0.2603424934
2023p206930,earthquake,2023-03-18T13:32:38.775Z,2023-03-18T21:28:01.642Z,176.6556244,-38.09981155,1.753758951,6.834453106,MLv,,LOCSAT,confirmed,manual,iasp91,28,18,10,0.0453616567,61.51206541,0.4002015683,0.3111092565
2023p206927,earthquake,2023-03-18T13:31:09.654Z,2023-03-18T21:29:52.170Z,176.6651611,-38.09696579,1.958814796,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,11,9,7,0.1121113822,111.0434327,0.6809905856,0.315550373
2023p206925,earthquake,2023-03-18T13:29:46.650Z,2023-03-18T21:35:56.413Z,176.7275543,-38.04351807,1.852353814,4.329896927,MLv,,LOCSAT,confirmed,manual,iasp91,20,15,7,0.04245473817,105.8612213,0.307211563,0.2691668406
2023p206921,earthquake,2023-03-18T13:28:05.970Z,2023-03-18T21:40:46.552Z,176.732605,-38.05464172,1.763311617,3.538245916,MLv,,LOCSAT,confirmed,manual,iasp91,26,21,10,0.03419946879,103.9073868,0.310038145,0.2501503065
2023p206917,earthquake,2023-03-18T13:25:51.406Z,2023-03-18T21:42:59.116Z,176.6863251,-38.09402847,1.876297964,5.252180576,MLv,,LOCSAT,confirmed,manual,iasp91,22,16,7,0.02094085515,64.74684143,0.4594724041,0.2266819666
2023p206914,earthquake,2023-03-18T13:24:16.157Z,2023-03-18T21:49:31.764Z,176.7329407,-38.05061722,2.242518937,2.652610302,MLv,,LOCSAT,confirmed,manual,iasp91,19,17,19,0.05602046102,80.50399017,0.6570648542,0.1794435982
2023p206912,earthquake,2023-03-18T13:23:07.150Z,2023-03-18T21:51:26.873Z,176.6884766,-38.08827209,1.671642792,5.768559933,MLv,,LOCSAT,confirmed,manual,iasp91,13,10,6,0.01709626243,79.90164185,0.2148528332,0.2662007672
2023p206908,earthquake,2023-03-18T13:20:55.597Z,2023-03-18T21:54:23.373Z,176.6697083,-38.09275055,2.102826197,5.357854366,MLv,,LOCSAT,confirmed,manual,iasp91,31,22,18,0.03256495297,57.83966064,0.8562676074,0.1953588552
2023p206893,earthquake,2023-03-18T13:12:49.441Z,2023-03-18T22:29:16.340Z,176.7388153,-38.06158829,1.792990841,4.174420357,MLv,,LOCSAT,confirmed,manual,iasp91,17,12,6,0.03197253123,103.553894,0.3435493155,0.2229075516
2023p206885,earthquake,2023-03-18T13:08:26.838Z,2023-03-18T22:31:01.313Z,176.6849518,-38.11759567,1.879525265,3.966928005,MLv,,LOCSAT,confirmed,manual,iasp91,23,16,5,0.03906906396,78.84440231,0.3252058118,0.2483678273
2023p206882,earthquake,2023-03-18T13:06:51.623Z,2023-03-18T22:33:09.813Z,176.6203461,-38.06389618,2.242677543,4.526618004,MLv,,LOCSAT,confirmed,manual,iasp91,34,27,17,0.0728777498,43.2916317,0.7413346547,0.2196816511
2023p206881,earthquake,2023-03-18T13:06:23.000Z,2023-03-18T22:34:47.405Z,176.7260132,-38.0494194,1.776796576,4.522525787,MLv,,LOCSAT,confirmed,manual,iasp91,20,15,7,0.03650991991,116.1077957,0.2874684292,0.2647942104
2023p206866,earthquake,2023-03-18T12:58:25.322Z,2023-03-18T22:59:39.377Z,176.6539459,-38.09857559,1.990308403,4.805231094,MLv,,LOCSAT,confirmed,manual,iasp91,32,19,8,0.04618432745,62.79385662,0.648343378,0.1762331358
2023p206865,earthquake,2023-03-18T12:57:59.444Z,2023-03-18T23:01:54.253Z,176.725296,-38.05451965,1.827932569,4.523469925,MLv,,LOCSAT,confirmed,manual,iasp91,19,12,6,0.03158492222,74.81444931,0.623661331,0.2588737514
2023p206853,earthquake,2023-03-18T12:51:26.988Z,2023-03-18T23:04:19.985Z,176.6702271,-38.10515213,1.940294201,3.622579813,MLv,,LOCSAT,confirmed,manual,iasp91,30,19,13,0.03763690591,53.96682739,0.5788785493,0.2360794981
2023p206845,earthquake,2023-03-18T12:47:23.654Z,2023-03-18T23:06:21.893Z,176.7296143,-38.04553986,1.984813898,2.675513744,MLv,,LOCSAT,confirmed,manual,iasp91,26,19,7,0.04116788879,80.27583694,0.452668043,0.2109723306
2023p206821,earthquake,2023-03-18T12:34:36.714Z,2023-03-18T23:16:25.077Z,176.6870117,-38.07587433,1.778499099,7.896965504,MLv,,LOCSAT,confirmed,manual,iasp91,13,9,7,0.0191644337,117.6346207,0.5405869896,0.3486089591
2023p206816,earthquake,2023-03-18T12:32:14.416Z,2023-03-18T23:20:08.803Z,176.677002,-38.10589218,2.35084802,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,41,32,24,0.1207838356,69.42875671,0.5585670276,0.2592904846
2023p206813,earthquake,2023-03-18T12:30:15.078Z,2023-03-19T01:35:04.144Z,176.6592865,-38.09609985,1.909672977,6.141975403,MLv,,LOCSAT,confirmed,manual,iasp91,33,25,13,0.04140716419,63.17069912,0.2991872488,0.265380854
2023p206809,earthquake,2023-03-18T12:27:51.404Z,2023-03-19T00:03:47.922Z,176.668045,-38.09249496,1.679912093,2.871755123,MLv,,LOCSAT,confirmed,manual,iasp91,21,15,7,0.03375706449,71.8088913,0.2894365112,0.2678302154
2023p206798,earthquake,2023-03-18T12:22:26.023Z,2023-03-19T00:02:19.676Z,176.7388306,-38.04172516,2.029431327,4.419125557,MLv,,LOCSAT,confirmed,manual,iasp91,28,21,11,0.04779582471,81.67096329,0.2674532249,0.2303007141
2023p206796,earthquake,2023-03-18T12:21:07.624Z,2023-03-19T00:00:32.970Z,176.6509094,-38.0702858,1.763550875,6.7083745,MLv,,LOCSAT,confirmed,manual,iasp91,15,13,6,0.08726763725,98.69362068,0.3886125231,0.2058071254
2023p206791,earthquake,2023-03-18T12:18:12.678Z,2023-03-18T23:57:14.039Z,176.6686707,-38.10112381,2.297734594,4.366015434,MLv,,LOCSAT,confirmed,manual,iasp91,20,17,16,0.03655426949,80.62071609,0.3447406458,0.2550472345
2023p206790,earthquake,2023-03-18T12:17:44.548Z,2023-03-18T23:54:29.517Z,176.7319031,-38.04877472,1.815979734,3.154984474,MLv,,LOCSAT,confirmed,manual,iasp91,26,20,6,0.03900708631,59.72527313,0.6677967006,0.1874142887
2023p206785,earthquake,2023-03-18T12:15:25.808Z,2023-03-18T23:52:27.116Z,176.678421,-38.10977173,2.030888846,4.706581116,MLv,,LOCSAT,confirmed,manual,iasp91,26,16,6,0.0357815139,65.85990906,0.241517185,0.2169103414
2023p206783,earthquake,2023-03-18T12:14:19.647Z,2023-03-18T23:50:53.424Z,176.726944,-38.05718231,2.340948689,3.006460667,MLv,,LOCSAT,confirmed,manual,iasp91,39,33,25,0.02975425869,57.40751648,0.351974856,0.2178541314
2023p206771,earthquake,2023-03-18T12:07:51.008Z,2023-03-18T23:48:57.917Z,176.6902771,-38.08815765,2.559755742,3.538432837,MLv,,LOCSAT,confirmed,manual,iasp91,35,31,29,0.01570224948,48.41798019,0.4508061995,0.2355479168
2023p206768,earthquake,2023-03-18T12:06:17.696Z,2023-03-18T23:47:00.299Z,176.6536102,-38.09492493,2.622173505,3.792227507,MLv,,LOCSAT,confirmed,manual,iasp91,49,38,36,0.04538690299,60.96798134,0.6678445291,0.27048785
2023p206766,earthquake,2023-03-18T12:05:25.329Z,2023-03-18T23:35:05.437Z,176.6844025,-38.10177994,2.042255139,3.463532686,MLv,,LOCSAT,confirmed,manual,iasp91,33,25,11,0.02679754049,50.88733292,0.3774234147,0.2388666242
2023p206759,earthquake,2023-03-18T12:01:28.710Z,2023-03-18T12:07:42.414Z,176.6618652,-38.09947205,3.509799054,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,35,31,85,0.0614583306,51.03134155,0.4734666569,0
2023p206753,earthquake,2023-03-18T11:58:31.767Z,2023-03-18T23:32:56.168Z,176.6607819,-38.08568954,1.848607373,3.629774809,MLv,,LOCSAT,confirmed,manual,iasp91,31,23,10,0.03833924606,75.54866076,0.7165567507,0.2235741736
2023p206751,earthquake,2023-03-18T11:57:19.300Z,2023-03-18T23:30:44.401Z,176.6548615,-38.11305237,1.757353566,3.830196381,MLv,,LOCSAT,confirmed,manual,iasp91,27,20,8,0.05209220946,52.51932526,0.5769485357,0.2685006881
2023p206749,earthquake,2023-03-18T11:56:10.238Z,2023-03-18T22:50:21.705Z,176.6624756,-38.08945465,1.71760199,4.349126339,MLv,,LOCSAT,confirmed,manual,iasp91,25,16,6,0.03741317987,75.60748768,0.3939388526,0.1537722302
2023p206742,earthquake,2023-03-18T11:52:20.808Z,2023-03-18T22:48:13.556Z,176.7536621,-38.0131073,2.110355835,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,29,24,15,0.0684351176,71.70862961,0.3028384402,0.1866808534
2023p206740,earthquake,2023-03-18T11:51:21.891Z,2023-03-18T22:43:13.407Z,176.6690369,-38.09560394,1.960991935,4.750919342,MLv,,LOCSAT,confirmed,manual,iasp91,30,23,12,0.03397732228,66.88778496,0.4652010345,0.1689185826
2023p206715,earthquake,2023-03-18T11:38:40.871Z,2023-03-18T22:40:50.190Z,176.6622314,-38.10448074,2.45230435,4.116597652,MLv,,LOCSAT,confirmed,manual,iasp91,47,35,28,0.04262277856,55.88449097,0.5834252043,0.2467672253
2023p206704,earthquake,2023-03-18T11:31:53.443Z,2023-03-18T11:39:37.101Z,176.644165,-38.08782578,3.006873769,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,22,55,0.07730888575,64.73641968,0.4668777837,0
2023p206702,earthquake,2023-03-18T11:31:10.259Z,2023-03-19T01:57:53.205Z,176.6804504,-38.09885788,2.808634821,4.001400948,MLv,,LOCSAT,confirmed,manual,iasp91,30,22,19,0.02743044496,58.35046768,0.2375335551,0.4895526604
2023p206700,earthquake,2023-03-18T11:30:25.364Z,2023-03-19T02:23:32.217Z,176.6923218,-38.11218262,1.859869888,2.108556032,MLv,,LOCSAT,confirmed,manual,iasp91,28,22,9,0.03159697726,42.85282707,0.2729453649,0.2118688134
2023p206699,earthquake,2023-03-18T11:29:16.944Z,2023-03-19T02:30:16.465Z,176.742569,-38.03240585,1.968282931,4.442044258,MLv,,LOCSAT,confirmed,manual,iasp91,27,20,13,0.05739149079,110.1513138,0.3470915866,0.1672551475
2023p206694,earthquake,2023-03-18T11:26:45.699Z,2023-03-19T02:42:22.867Z,176.6649933,-38.09747696,1.99124653,3.35249877,MLv,,LOCSAT,confirmed,manual,iasp91,19,17,13,0.03762869537,87.29496765,0.2167163677,0.3093258095
2023p206690,earthquake,2023-03-18T11:24:55.122Z,2023-03-19T02:47:17.263Z,176.6517181,-38.0995636,2.117797171,4.023794651,MLv,,LOCSAT,confirmed,manual,iasp91,37,28,19,0.04816856608,60.3532505,0.3911608802,0.2391764621
2023p206681,earthquake,2023-03-18T11:20:08.499Z,2023-03-19T02:51:37.306Z,176.6631165,-38.10769272,1.771944666,3.714727402,MLv,,LOCSAT,confirmed,manual,iasp91,21,18,4,0.04370133579,52.2160058,0.1501945133,0.1984614445
2023p206675,earthquake,2023-03-18T11:16:55.774Z,2023-03-19T03:10:15.270Z,176.6656189,-38.08680344,2.091011047,3.769931555,MLv,,LOCSAT,confirmed,manual,iasp91,23,21,11,0.03461656347,77.6324749,0.2293113507,0.1970927025
2023p206674,earthquake,2023-03-18T11:16:14.573Z,2023-03-19T03:14:11.397Z,176.7141266,-38.08342743,1.959352209,1.971403956,MLv,,LOCSAT,confirmed,manual,iasp91,17,15,8,0.003818000434,86.76481628,0.2981107954,0.1753625962
2023p206665,earthquake,2023-03-18T11:11:18.290Z,2023-03-19T03:43:09.373Z,176.6692352,-38.08683014,1.651926736,5.246436119,MLv,,LOCSAT,confirmed,manual,iasp91,12,10,4,0.03177968413,81.60519218,0.1818295948,0.1885657541
2023p206659,earthquake,2023-03-18T11:08:13.401Z,2023-03-19T03:49:59.252Z,176.6841278,-38.08444595,1.779778743,4.08919096,MLv,,LOCSAT,confirmed,manual,iasp91,18,16,6,0.01987719722,91.61695099,0.2325578821,0.2196826093
2023p206651,earthquake,2023-03-18T11:03:59.779Z,2023-03-19T04:01:30.554Z,176.7592926,-38.01873016,1.961213199,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,22,17,6,0.07486796379,115.29245,0.467583181,0.1926625021
2023p206647,earthquake,2023-03-18T11:01:32.295Z,2023-03-19T04:05:35.319Z,176.6508789,-38.1059494,1.96920066,2.84884429,MLv,,LOCSAT,confirmed,manual,iasp91,32,27,12,0.0512403287,55.24421215,0.2769920845,0.2464764402
2023p206642,earthquake,2023-03-18T10:59:06.035Z,2023-03-19T04:33:18.743Z,176.7608032,-38.03262711,2.298385662,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,29,25,18,0.0650749132,84.77900696,0.2382519187,0.1809067845
2023p206636,earthquake,2023-03-18T10:55:55.767Z,2023-03-19T04:39:31.302Z,176.6493988,-38.10570908,2.452603947,4.390179634,MLv,,LOCSAT,confirmed,manual,iasp91,38,31,26,0.05219089612,55.48299313,0.3216788259,0.2612923935
2023p206624,earthquake,2023-03-18T10:49:19.918Z,2023-03-19T04:44:35.464Z,176.6770325,-38.10673904,1.753901629,1.983585715,MLv,,LOCSAT,confirmed,manual,iasp91,20,17,5,0.03442867845,61.29250717,0.3042649607,0.1787214498
2023p206622,earthquake,2023-03-18T10:48:20.923Z,2023-03-19T01:42:49.077Z,176.6529083,-38.09519196,1.59151245,3.827430964,MLv,,LOCSAT,confirmed,manual,iasp91,15,12,4,0.04599000141,70.09685516,0.3353727083,0.1918542535
2023p206612,earthquake,2023-03-18T10:43:20.818Z,2023-03-19T04:48:57.081Z,176.6929321,-38.09732819,1.761636101,4.452044487,MLv,,LOCSAT,confirmed,manual,iasp91,23,19,9,0.01888819225,52.75361633,0.2781248916,0.2420099426
2023p206603,earthquake,2023-03-18T10:38:34.663Z,2023-03-19T07:44:04.121Z,176.7430725,-38.06421661,2.05826089,3.348436117,MLv,,LOCSAT,confirmed,manual,iasp91,27,22,9,0.04232816026,57.41963959,0.2886669707,0.2328274053
2023p206587,earthquake,2023-03-18T10:29:56.799Z,2023-03-19T05:00:19.934Z,176.6655579,-38.07863998,2.911293014,4.458488464,MLv,,LOCSAT,confirmed,manual,iasp91,33,28,46,0.03485215083,65.90250492,0.2613602653,0.2206514349
2023p206583,earthquake,2023-03-18T10:27:57.538Z,2023-03-19T08:33:16.470Z,176.6895752,-38.10799026,1.875609013,4.416703224,MLv,,LOCSAT,confirmed,manual,iasp91,26,20,10,0.02896594442,44.5881958,0.3262357881,0.2730494741
2023p206581,earthquake,2023-03-18T10:26:30.495Z,2023-03-19T08:37:03.847Z,176.6678314,-38.09389114,1.717050551,4.477312088,MLv,,LOCSAT,confirmed,manual,iasp91,21,16,7,0.03431407362,69.58631492,0.2361937445,0.2340879677
2023p206574,earthquake,2023-03-18T10:22:46.342Z,2023-03-19T05:26:08.949Z,176.6704407,-38.11197281,2.252171431,3.212527275,MLv,,LOCSAT,confirmed,manual,iasp91,30,23,20,0.04179306701,45.6637423,0.3914374325,0.2324693159
2023p206570,earthquake,2023-03-18T10:20:38.385Z,2023-03-19T06:18:06.646Z,176.6592255,-38.10754776,1.839894825,4.791903019,MLv,,LOCSAT,confirmed,manual,iasp91,24,21,11,0.04621628672,53.03652573,0.2161829477,0.2965166788
2023p206565,earthquake,2023-03-18T10:18:18.697Z,2023-03-19T08:41:44.356Z,176.6738892,-38.11178207,2.339837956,4.129209995,MLv,,LOCSAT,confirmed,manual,iasp91,38,29,25,0.03970512748,44.42455024,0.3370364204,0.1765600767
2023p206560,earthquake,2023-03-18T10:15:34.781Z,2023-03-19T08:44:29.477Z,176.6569061,-38.10705185,2.105832394,4.431150436,MLv,,LOCSAT,confirmed,manual,iasp91,18,15,2,0.04754320532,61.70236206,0.2278728063,0.01580225997
2023p206553,earthquake,2023-03-18T10:11:43.107Z,2023-03-19T08:47:15.872Z,176.674057,-38.09151077,2.334407566,4.730898857,MLv,,LOCSAT,confirmed,manual,iasp91,30,24,20,0.02892447263,73.71766689,0.27287364,0.2557648358
2023p206550,earthquake,2023-03-18T10:10:15.377Z,2023-03-18T10:14:20.639Z,176.6565094,-38.09177399,2.602741207,6.107988834,M,,LOCSAT,confirmed,manual,iasp91,17,15,31,0.04245581478,89.14451599,0.2504278258,0
2023p206534,earthquake,2023-03-18T10:01:51.545Z,2023-03-19T08:52:51.558Z,176.6806183,-38.08335114,1.686930114,5.977344036,MLv,,LOCSAT,confirmed,manual,iasp91,18,12,4,0.09837682545,84.50533295,0.4190579773,0.2335057935
2023p206531,earthquake,2023-03-18T10:00:00.972Z,2023-03-19T06:21:24.079Z,176.6606598,-38.10400009,1.750695741,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,17,14,6,0.1193966717,75.18461466,0.2111055911,0.2756300286
2023p206527,earthquake,2023-03-18T09:58:05.197Z,2023-03-19T06:42:08.475Z,176.676239,-38.09216309,1.774547306,3.984020233,MLv,,LOCSAT,confirmed,manual,iasp91,24,21,10,0.02747127414,72.34404755,0.2389272868,0.2274039316
2023p206519,earthquake,2023-03-18T09:53:20.100Z,2023-03-19T06:57:33.497Z,176.6672974,-38.10251999,1.579416181,3.899813652,MLv,,LOCSAT,confirmed,manual,iasp91,15,13,4,0.03818082809,57.36301732,0.2279181302,0.1468111812
2023p206512,earthquake,2023-03-18T09:49:45.653Z,2023-03-19T08:56:22.215Z,176.657196,-38.10110092,1.957696282,4.523941517,MLv,,LOCSAT,confirmed,manual,iasp91,24,19,8,0.04469579458,60.08666754,0.2741649218,0.2598538561
2023p206507,earthquake,2023-03-18T09:47:24.428Z,2023-03-19T08:58:20.802Z,176.6587067,-38.09364319,1.789305567,6.402179718,MLv,,LOCSAT,confirmed,manual,iasp91,19,13,5,0.1092729643,102.9443445,0.3495258617,0.1624730803
2023p206504,earthquake,2023-03-18T09:45:45.872Z,2023-03-19T04:00:32.680Z,176.678299,-38.10317612,1.97455558,5.542715073,MLv,,LOCSAT,confirmed,manual,iasp91,21,17,13,0.03135599196,93.95014954,0.1931294886,0.2665908252
2023p206503,earthquake,2023-03-18T09:45:04.746Z,2023-03-19T07:02:09.731Z,176.6904297,-38.07463455,1.579539127,6.85538578,MLv,,LOCSAT,confirmed,manual,iasp91,13,10,3,0.01732423715,119.5911255,0.2803659049,0.216435523
2023p206496,earthquake,2023-03-18T09:41:28.321Z,2023-03-19T07:06:39.958Z,176.6617279,-38.1037178,1.513451046,3.501199245,MLv,,LOCSAT,confirmed,manual,iasp91,14,13,3,0.04260363057,72.63122559,0.4063759806,0.1905488257
2023p206489,earthquake,2023-03-18T09:37:29.709Z,2023-03-19T02:57:09.749Z,176.6719055,-38.09555817,1.640944932,6.03158474,MLv,,LOCSAT,confirmed,manual,iasp91,18,14,4,0.1104748845,108.5674214,0.3441966165,0.2844493915
2023p206484,earthquake,2023-03-18T09:35:04.352Z,2023-03-19T07:11:01.449Z,176.6682587,-38.11115646,2.090593457,3.237398624,MLv,,LOCSAT,confirmed,manual,iasp91,29,24,13,0.04253844544,47.25387859,0.2062810487,0.2750311553
2023p206482,earthquake,2023-03-18T09:33:56.125Z,2023-03-19T07:15:09.901Z,176.6614838,-38.1026535,2.010643153,4.919106483,MLv,,LOCSAT,confirmed,manual,iasp91,25,22,15,0.04228296876,58.07305765,0.1758142857,0.2601524211
2023p206477,earthquake,2023-03-18T09:30:58.272Z,2023-03-19T03:57:09.779Z,176.7655945,-38.02707291,1.933199985,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,23,17,7,0.08322507143,114.1846237,0.3354569412,0.1812577522
2023p206473,earthquake,2023-03-18T09:29:17.207Z,2023-03-19T07:20:51.441Z,176.6596069,-38.09626389,1.867194936,6.067465782,MLv,,LOCSAT,confirmed,manual,iasp91,22,18,6,0.04121655226,65.90478039,0.2401339559,0.2891765696
2023p206470,earthquake,2023-03-18T09:27:35.659Z,2023-03-19T03:52:15.720Z,176.6689148,-38.0994873,2.446341316,6.321928978,MLv,,LOCSAT,confirmed,manual,iasp91,25,19,25,0.05593498796,94.93075037,0.2843392553,0.198756867
2023p206465,earthquake,2023-03-18T09:24:58.903Z,2023-03-19T07:30:25.020Z,176.6630249,-38.11854935,1.984444269,2.898690224,MLv,,LOCSAT,confirmed,manual,iasp91,20,17,10,0.05055329949,53.10466003,0.2625883462,0.1997430092
2023p206459,earthquake,2023-03-18T09:21:26.103Z,2023-03-18T10:52:58.522Z,176.6574402,-38.10637283,2.966504775,4.892950535,MLv,,LOCSAT,confirmed,manual,iasp91,30,20,48,0.04684355482,54.44453382,0.2129420992,0.2904970555
2023p206458,earthquake,2023-03-18T09:20:50.419Z,2023-03-19T02:01:45.059Z,176.6568909,-38.09458923,2.204012164,6.345629692,MLv,,LOCSAT,confirmed,manual,iasp91,34,24,8,0.04279835522,67.72177982,0.3275291106,0.1043305682
2023p206457,earthquake,2023-03-18T09:20:19.751Z,2023-03-19T03:12:02.386Z,176.7621613,-38.04592133,2.067083869,4.290361404,MLv,,LOCSAT,confirmed,manual,iasp91,24,18,10,0.05612760037,80.78535461,0.2331400911,0.1383224719
2023p206455,earthquake,2023-03-18T09:19:12.892Z,2023-03-19T02:06:17.420Z,176.6563263,-38.10113907,1.451489201,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,19,14,7,0.1169279292,101.847188,0.3408784725,0.1774750726
2023p206451,earthquake,2023-03-18T09:17:17.585Z,2023-03-19T02:10:45.201Z,176.7622375,-38.03211594,1.779272751,3.730642319,MLv,,LOCSAT,confirmed,manual,iasp91,18,13,3,0.06618335843,126.2188034,0.2719648146,0.2773225596
2023p206444,earthquake,2023-03-18T09:13:32.682Z,2023-03-19T02:14:49.453Z,176.6588745,-38.0965538,2.57339598,6.798620701,MLv,,LOCSAT,confirmed,manual,iasp91,27,20,24,0.04185564443,65.49418926,0.2766935408,0.2410908802
2023p206443,earthquake,2023-03-18T09:13:01.385Z,2023-03-19T02:24:02.027Z,176.6549683,-38.0945816,2.697960723,4.649923801,MLv,,LOCSAT,confirmed,manual,iasp91,15,11,8,0.04426375031,67.45790863,0.3428601522,0.1469837549
