publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2023p212020,earthquake,2023-03-20T10:44:37.345Z,2023-03-20T11:13:20.801Z,176.6904755,-38.10456848,2.679021502,4.302148819,MLv,,LOCSAT,confirmed,manual,iasp91,32,27,38,0.02573248371,39.22663879,0.2174752885,0.2376624935
2023p212015,earthquake,2023-03-20T10:42:08.160Z,2023-03-20T11:08:20.673Z,176.6935883,-38.10463715,1.716946204,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,16,11,6,0.1204441339,122.3919067,0.2763006413,0.2020476821
2023p211997,earthquake,2023-03-20T10:32:02.438Z,2023-03-20T11:02:58.721Z,176.6903229,-38.0861969,2.324816176,6.548197269,MLv,,LOCSAT,confirmed,manual,iasp91,20,18,25,0.01520426665,86.82568359,0.2312028008,0.2285966134
2023p211981,earthquake,2023-03-20T10:23:44.865Z,2023-03-20T11:12:05.949Z,176.7536011,-38.0422287,1.805478773,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,13,10,5,0.08460005373,130.2397842,0.4182470254,0.2737389877
2023p211920,earthquake,2023-03-20T09:51:25.738Z,2023-03-20T09:55:25.275Z,176.6967316,-38.09375,2.294058937,4.804543972,MLv,,LOCSAT,confirmed,manual,iasp91,27,22,17,0.01423379313,66.25511551,0.2044222134,0.2972029988
2023p211919,earthquake,2023-03-20T09:50:29.726Z,2023-03-20T10:03:58.153Z,176.6933289,-38.09369278,2.018345656,3.764081717,MLv,,LOCSAT,confirmed,manual,iasp91,20,18,14,0.01618197747,58.82834244,0.2310036787,0.2539026268
2023p211911,earthquake,2023-03-20T09:46:48.600Z,2023-03-20T11:07:58.288Z,176.6886749,-38.09959793,2.875382817,3.475554466,MLv,,LOCSAT,confirmed,manual,iasp91,41,33,44,0.02285575494,49.11019135,0.3745000596,0.2607563877
2023p211889,earthquake,2023-03-20T09:34:56.484Z,2023-03-20T09:39:27.786Z,176.7652283,-38.02494049,1.666923905,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,21,16,9,0.07327950746,114.6130905,0.5219235869,0.1948681914
2023p211859,earthquake,2023-03-20T09:18:36.655Z,2023-03-20T09:34:16.354Z,176.7799225,-38.00659943,1.856532284,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,20,16,8,0.08590357751,120.5575409,0.2645078184,0.2016388337
2023p211840,earthquake,2023-03-20T09:09:10.137Z,2023-03-20T10:00:33.469Z,176.6668701,-38.1271553,2.114117633,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,25,18,19,0.1421332359,76.3557117,0.6362230312,0.4266229395
2023p211759,earthquake,2023-03-20T08:25:40.865Z,2023-03-20T08:29:00.819Z,176.665329,-38.10797119,1.643393517,6.797776699,MLv,,LOCSAT,confirmed,manual,iasp91,17,12,6,0.04241650552,53.77239227,0.2942781497,0.1197114337
2023p211727,earthquake,2023-03-20T08:08:41.908Z,2023-03-20T08:15:19.862Z,176.75737,-38.06117249,2.182944659,4.380993843,MLv,,LOCSAT,confirmed,manual,iasp91,19,12,23,0.0440174751,76.55457687,0.1893069764,0.1487138939
2023p211709,earthquake,2023-03-20T07:58:46.735Z,2023-03-20T08:10:05.794Z,176.7589722,-38.05437851,1.554791824,3.853974342,MLv,,LOCSAT,confirmed,manual,iasp91,10,8,6,0.04882474616,120.9068451,0.1671349253,0.1588560862
2023p211697,earthquake,2023-03-20T07:52:34.494Z,2023-03-20T07:59:16.482Z,176.7124481,-38.05298996,1.899606409,3.701313257,MLv,,LOCSAT,confirmed,manual,iasp91,21,18,8,0.03057726845,94.7324295,0.3489644583,0.2076612257
2023p211655,earthquake,2023-03-20T07:30:08.559Z,2023-03-20T07:34:51.325Z,176.6296387,-38.07088852,2.116099512,3.729262114,MLv,,LOCSAT,confirmed,manual,iasp91,23,18,13,0.06411091983,48.80471611,0.410197082,0.2230208795
2023p211651,earthquake,2023-03-20T07:27:58.742Z,2023-03-20T07:38:26.146Z,176.5902863,-38.0630455,1.678466943,20.05595207,MLv,,LOCSAT,confirmed,manual,iasp91,13,9,7,0.09611836821,96.79234314,0.796545719,0.2073715383
2023p211648,earthquake,2023-03-20T07:26:41.648Z,2023-03-20T07:34:03.187Z,176.6784363,-38.11410904,1.674720757,5.463578701,MLv,,LOCSAT,confirmed,manual,iasp91,15,9,7,0.03905732557,96.65641022,0.2008587965,0.2419529195
2023p211618,earthquake,2023-03-20T07:10:08.932Z,2023-03-20T07:18:17.879Z,176.6671295,-38.11309052,1.732861356,4.781040668,MLv,,LOCSAT,confirmed,manual,iasp91,19,12,7,0.04447767884,56.78668976,0.2180377352,0.2302035602
2023p211579,earthquake,2023-03-20T06:49:28.434Z,2023-03-20T06:53:54.183Z,176.7268066,-38.05870438,2.19700729,2.643930912,MLv,,LOCSAT,confirmed,manual,iasp91,32,26,19,0.02836746164,73.33026886,0.4300777627,0.1505179165
2023p211548,earthquake,2023-03-20T06:33:06.077Z,2023-03-20T06:36:25.327Z,176.6765289,-38.0999794,1.80075021,2.954315662,MLv,,LOCSAT,confirmed,manual,iasp91,22,18,11,0.03063279204,58.27936554,0.3367606138,0.2396350039
2023p211371,earthquake,2023-03-20T04:58:59.201Z,2023-03-20T05:50:43.725Z,176.7366333,-38.04982758,1.74731691,3.036636114,MLv,,LOCSAT,confirmed,manual,iasp91,20,13,6,0.03996194154,105.85672,0.3363701055,0.2087362813
2023p211351,earthquake,2023-03-20T04:47:52.435Z,2023-03-20T04:53:00.563Z,176.7004242,-38.05696487,2.938491355,1.404031157,MLv,,LOCSAT,confirmed,manual,iasp91,64,55,47,0.02741500363,54.47492218,0.7030497901,0.1905492096
2023p211307,earthquake,2023-03-20T04:24:47.087Z,2023-03-20T04:33:28.556Z,176.6698914,-38.09259033,2.130349987,6.84316349,MLv,,LOCSAT,confirmed,manual,iasp91,21,14,15,0.03238131851,71.73999,0.3676454479,0.2169399222
2023p211199,earthquake,2023-03-20T03:27:10.885Z,2023-03-20T03:31:28.755Z,176.6363373,-38.06857681,2.360370333,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,29,21,19,0.05947411433,55.89434814,0.419430958,0.1856523893
2023p211183,earthquake,2023-03-20T03:18:23.898Z,2023-03-20T03:25:09.870Z,176.6903534,-38.07910538,1.975134636,7.331856251,MLv,,LOCSAT,confirmed,manual,iasp91,16,11,6,0.01557837147,89.49399567,0.2044487142,0.2019091109
2023p211178,earthquake,2023-03-20T03:15:44.030Z,2023-03-20T03:19:29.997Z,176.7313232,-38.05851364,1.925695646,3.286937475,MLv,,LOCSAT,confirmed,manual,iasp91,18,13,10,0.03042135015,101.7147598,0.3139445851,0.2277708512
2023p211175,earthquake,2023-03-20T03:14:19.825Z,2023-03-20T03:20:51.009Z,176.6936951,-38.0976181,1.906597815,4.61579895,MLv,,LOCSAT,confirmed,manual,iasp91,21,13,7,0.01869901456,66.698349,0.2390843563,0.2626244034
2023p211149,earthquake,2023-03-20T03:00:12.298Z,2023-03-20T03:07:33.558Z,176.7418976,-38.05950928,2.060695751,7.827093124,MLv,,LOCSAT,confirmed,manual,iasp91,17,11,5,0.03516728058,82.33693695,0.4626177191,0.338212406
2023p211012,earthquake,2023-03-20T01:47:41.040Z,2023-03-20T02:12:58.586Z,176.7531281,-38.03529358,1.830477738,4.128107548,MLv,,LOCSAT,confirmed,manual,iasp91,14,10,8,0.059289556,124.2793198,0.1595538977,0.2189357154
2023p211000,earthquake,2023-03-20T01:41:13.281Z,2023-03-20T02:12:36.656Z,176.6826172,-38.09060669,2.399845252,4.767107964,MLv,,LOCSAT,confirmed,manual,iasp91,23,19,22,0.02220556699,74.80963898,0.2475401969,0.2185985149
2023p210987,earthquake,2023-03-20T01:34:08.769Z,2023-03-20T01:41:28.793Z,176.6646576,-38.08908844,2.928343658,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,48,39,33,0.03565539792,42.18223715,0.53819242,0.2382378433
2023p210984,earthquake,2023-03-20T01:32:48.448Z,2023-03-20T02:08:50.926Z,176.6569977,-38.0904274,2.985291488,3.299871683,MLv,,LOCSAT,confirmed,manual,iasp91,43,34,48,0.04183563218,39.51721811,0.6270646009,0.2524574357
2023p210983,earthquake,2023-03-20T01:31:58.942Z,2023-03-20T01:42:12.445Z,176.6652222,-38.09115219,2.62079798,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,19,16,16,0.03559868783,73.60755396,0.5799061699,0.4883321754
2023p210978,earthquake,2023-03-20T01:29:20.512Z,2023-03-20T02:03:06.204Z,176.6558838,-38.08818817,2.882003113,2.521051645,MLv,,LOCSAT,confirmed,manual,iasp91,50,39,39,0.04239958152,39.24991703,0.6726778369,0.2670235806
2023p210958,earthquake,2023-03-20T01:18:34.636Z,2023-03-20T01:22:27.513Z,176.7550201,-38.03623581,2.362199851,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,29,22,18,0.05942344293,65.10875702,0.6194405949,0.1550402001
2023p210780,earthquake,2023-03-19T23:44:02.033Z,2023-03-20T01:24:20.029Z,176.6791229,-38.08444214,1.670406996,6.770963192,MLv,,LOCSAT,confirmed,manual,iasp91,17,11,7,0.02382286638,89.79845428,0.2605726605,0.2355867429
2023p210715,earthquake,2023-03-19T23:09:01.364Z,2023-03-19T23:12:58.507Z,176.7482605,-38.04927063,2.206447861,3.606828213,MLv,,LOCSAT,confirmed,manual,iasp91,20,14,18,0.04598951712,72.18497086,0.2919466073,0.1155365258
2023p210605,earthquake,2023-03-19T22:10:28.551Z,2023-03-19T23:09:48.836Z,176.6306,-38.07072067,2.209062446,6.010650635,MLv,,LOCSAT,confirmed,manual,iasp91,27,21,18,0.0634008795,56.1449585,0.3889409275,0.1808157308
2023p210546,earthquake,2023-03-19T21:38:59.576Z,2023-03-19T21:46:53.618Z,176.6312561,-38.08955383,2.573338815,2.857104063,MLv,,LOCSAT,confirmed,manual,iasp91,44,29,28,0.06186952814,31.21992302,0.2267065918,0.2060406809
2023p210423,earthquake,2023-03-19T20:33:25.193Z,2023-03-19T20:55:01.691Z,176.6707611,-38.10688782,2.237402807,4.014491558,MLv,,LOCSAT,confirmed,manual,iasp91,20,17,15,0.03832216188,53.42553711,0.3754104377,0.2275852365
2023p210413,earthquake,2023-03-19T20:28:06.746Z,2023-03-19T20:53:45.226Z,176.6953888,-38.09745407,2.136323905,4.369191647,MLv,,LOCSAT,confirmed,manual,iasp91,19,15,17,0.1135273278,88.91439056,0.5045516883,0.2367609139
2023p210390,earthquake,2023-03-19T20:15:52.704Z,2023-03-19T20:21:47.733Z,176.7367554,-38.03134537,1.866758978,3.890118837,MLv,,LOCSAT,confirmed,manual,iasp91,17,13,7,0.05641717464,84.74364853,0.2893348271,0.2369248336
2023p210382,earthquake,2023-03-19T20:11:42.197Z,2023-03-19T20:17:36.123Z,176.7507477,-38.03996658,1.982236191,3.398262262,MLv,,LOCSAT,confirmed,manual,iasp91,20,15,9,0.05441714451,63.73139572,0.3847547809,0.1962789688
2023p210245,earthquake,2023-03-19T18:58:33.913Z,2023-03-19T19:31:44.987Z,176.6780701,-38.10153198,2.162637493,1.903840303,MLv,,LOCSAT,confirmed,manual,iasp91,27,22,15,0.03050130419,53.21575928,0.3605199872,0.1771100556
2023p210204,earthquake,2023-03-19T18:36:53.317Z,2023-03-19T18:40:49.024Z,176.688858,-38.07872772,1.727032751,6.52670145,MLv,,LOCSAT,confirmed,manual,iasp91,16,12,6,0.01681693643,88.85209656,0.2551664612,0.2737799064
2023p210181,earthquake,2023-03-19T18:24:38.659Z,2023-03-19T22:17:43.112Z,176.7381592,-38.03814697,2.104258521,4.190569878,MLv,,LOCSAT,confirmed,manual,iasp91,20,16,14,0.050703872,101.7366714,0.2801795017,0.1668105103
2023p210159,earthquake,2023-03-19T18:13:25.947Z,2023-03-19T18:21:52.571Z,176.6815491,-38.1031723,2.427837286,4.933202267,MLv,,LOCSAT,confirmed,manual,iasp91,26,21,21,0.02939755283,53.71034241,0.3352146317,0.2367677573
2023p210155,earthquake,2023-03-19T18:10:41.023Z,2023-03-19T19:28:06.390Z,176.7210693,-38.05328751,1.796791857,2.722247601,MLv,,LOCSAT,confirmed,manual,iasp91,29,20,7,0.03157816827,57.58511353,0.3423502341,0.2855447285
2023p210086,earthquake,2023-03-19T17:34:09.890Z,2023-03-19T17:39:17.219Z,176.6910706,-38.1041069,1.766740868,3.290344954,MLv,,LOCSAT,confirmed,manual,iasp91,18,13,7,0.02508550324,74.49106598,0.2483935694,0.308551969
2023p210079,earthquake,2023-03-19T17:30:24.798Z,2023-03-19T17:37:24.287Z,176.6661072,-38.1028862,1.780604376,4.217703819,MLv,,LOCSAT,confirmed,manual,iasp91,19,16,8,0.03917764127,57.13442397,0.1116216667,0.3009024899
2023p210025,earthquake,2023-03-19T17:01:30.016Z,2023-03-19T18:14:38.973Z,176.6784363,-38.10575867,1.937031972,2.503734827,MLv,,LOCSAT,confirmed,manual,iasp91,29,22,15,0.03295086697,49.03916931,0.3726767304,0.1992236741
2023p209996,earthquake,2023-03-19T16:45:56.323Z,2023-03-19T19:50:08.195Z,176.6620026,-38.09312057,1.572096336,4.781718254,MLv,,LOCSAT,confirmed,manual,iasp91,23,18,6,0.03852523491,70.29502392,0.2859126374,0.2996040254
2023p209945,earthquake,2023-03-19T16:19:03.487Z,2023-03-19T19:57:54.947Z,176.7833405,-37.99838638,1.647608427,8.619870186,MLv,,LOCSAT,confirmed,manual,iasp91,17,13,7,0.08688431978,122.9493866,0.5719765018,0.1898296864
2023p209932,earthquake,2023-03-19T16:12:12.063Z,2023-03-19T20:12:47.467Z,176.7063293,-38.08021927,1.245706595,7.676176071,MLv,,LOCSAT,confirmed,manual,iasp91,10,7,4,0.09836321324,134.1169052,0.2124486914,0.1280348005
2023p209896,earthquake,2023-03-19T15:53:06.774Z,2023-03-19T20:27:20.007Z,176.6811066,-38.12353897,1.630100843,4.130385399,MLv,,LOCSAT,confirmed,manual,iasp91,19,14,6,0.04572800547,49.83814621,0.4167750814,0.1771898085
2023p209889,earthquake,2023-03-19T15:49:12.429Z,2023-03-19T20:43:39.838Z,176.7371063,-38.04820251,1.8800411,3.426175833,MLv,,LOCSAT,confirmed,manual,iasp91,30,24,13,0.04153295979,79.76244736,0.3430314434,0.1506191881
2023p209887,earthquake,2023-03-19T15:48:06.925Z,2023-03-19T20:56:55.743Z,176.6873474,-38.09302902,1.774315968,2.586875916,MLv,,LOCSAT,confirmed,manual,iasp91,21,18,12,0.01974811405,66.54865265,0.295632756,0.2593480136
2023p209795,earthquake,2023-03-19T14:59:13.104Z,2023-03-19T18:13:19.809Z,176.762085,-38.02024841,1.687612103,4.422735691,MLv,,LOCSAT,confirmed,manual,iasp91,19,12,8,0.07567572594,128.9931946,0.3616895892,0.230101177
2023p209776,earthquake,2023-03-19T14:48:45.927Z,2023-03-19T21:07:14.057Z,176.643219,-38.08782959,1.81166613,3.538614988,MLv,,LOCSAT,confirmed,manual,iasp91,30,22,14,0.05231358483,56.55830002,0.3555324157,0.207577887
2023p209772,earthquake,2023-03-19T14:46:38.404Z,2023-03-19T21:17:12.180Z,176.6568909,-38.10979843,1.905209536,4.306156635,MLv,,LOCSAT,confirmed,manual,iasp91,29,23,19,0.0489661023,51.17220116,0.4156577165,0.2309814463
2023p209762,earthquake,2023-03-19T14:41:27.198Z,2023-03-19T19:48:54.066Z,176.6790619,-38.08203888,1.550342182,7.255449772,MLv,,LOCSAT,confirmed,manual,iasp91,17,12,6,0.02389892749,83.92338562,0.3767534594,0.2077006903
2023p209760,earthquake,2023-03-19T14:40:23.622Z,2023-03-20T00:15:47.835Z,176.6563873,-38.10945892,1.443893785,3.902588367,MLv,,LOCSAT,confirmed,manual,iasp91,23,17,7,0.04912249371,51.55615807,0.2241077087,0.1792038225
2023p209744,earthquake,2023-03-19T14:31:39.671Z,2023-03-20T00:24:02.691Z,176.7394562,-38.05541229,2.064784235,2.843291044,MLv,,LOCSAT,confirmed,manual,iasp91,39,30,14,0.03679804504,75.20609283,0.3829388081,0.1102095961
2023p209743,earthquake,2023-03-19T14:31:07.307Z,2023-03-20T00:34:40.280Z,176.6788483,-38.06456757,1.728330642,3.647661209,MLv,,LOCSAT,confirmed,manual,iasp91,29,22,10,0.03057838045,85.49472046,0.3312097455,0.3046123922
2023p209715,earthquake,2023-03-19T14:16:40.692Z,2023-03-20T02:19:13.618Z,176.6795959,-38.10656738,1.644371815,4.154623032,MLv,,LOCSAT,confirmed,manual,iasp91,19,14,6,0.03284138441,63.51406097,0.2837777704,0.3972112483
2023p209697,earthquake,2023-03-19T14:06:48.018Z,2023-03-20T02:42:31.797Z,176.6274109,-38.07250214,2.441735812,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,33,31,30,0.0950749293,48.14096069,0.4908390731,0.1971351238
2023p209685,earthquake,2023-03-19T14:00:39.989Z,2023-03-20T02:46:02.491Z,176.6484833,-38.11634445,1.718495751,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,25,20,10,0.05810028687,46.70516777,0.4017913793,0.2153184456
2023p209661,earthquake,2023-03-19T13:47:28.951Z,2023-03-20T02:48:53.898Z,176.6362152,-38.07337189,2.070521052,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,31,23,19,0.05855065584,35.30621338,0.6227968458,0.2134735979
2023p209649,earthquake,2023-03-19T13:41:15.806Z,2023-03-20T03:43:16.712Z,176.6730347,-38.10346985,1.920651783,2.834836721,MLv,,LOCSAT,confirmed,manual,iasp91,28,23,12,0.03485932946,54.51968759,0.4086010883,0.180030616
2023p209644,earthquake,2023-03-19T13:38:44.035Z,2023-03-20T03:45:12.081Z,176.6557007,-38.11315918,1.710137878,4.271320343,MLv,,LOCSAT,confirmed,manual,iasp91,24,18,11,0.05160881206,48.33665705,0.4395409888,0.1872158463
2023p209634,earthquake,2023-03-19T13:33:18.525Z,2023-03-20T03:47:07.881Z,176.747406,-38.04236984,1.824714285,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,19,15,7,0.05091792718,121.9329453,0.4053515266,0.2404215284
2023p209633,earthquake,2023-03-19T13:32:29.536Z,2023-03-19T15:10:04.531Z,176.7259674,-38.06981659,1.687270723,4.980066299,MLv,,LOCSAT,confirmed,manual,iasp91,18,13,18,0.01898103207,107.9251938,0.2874086776,0.2369662199
2023p209621,earthquake,2023-03-19T13:26:14.041Z,2023-03-20T00:52:38.576Z,176.6756897,-38.08490753,1.539651208,4.619963646,MLv,,LOCSAT,confirmed,manual,iasp91,16,13,7,0.02655042149,82.16223145,0.1412420541,0.2028052077
2023p209617,earthquake,2023-03-19T13:24:07.865Z,2023-03-20T00:40:29.308Z,176.7457428,-38.06457901,1.991165036,4.390138626,MLv,,LOCSAT,confirmed,manual,iasp91,24,20,16,0.0421708189,75.53899002,0.1870635612,0.1672259927
2023p209600,earthquake,2023-03-19T13:15:16.346Z,2023-03-20T04:14:22.307Z,176.6414642,-38.11514282,1.427397004,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,10,8,6,0.06213261187,106.7933807,0.2458802718,0.1111012402
2023p209576,earthquake,2023-03-19T13:02:10.870Z,2023-03-20T04:17:00.048Z,176.6564178,-38.10048676,1.618836906,3.48423028,MLv,,LOCSAT,confirmed,manual,iasp91,20,15,8,0.04502695426,74.10427856,0.3289864223,0.2250402669
2023p209572,earthquake,2023-03-19T13:00:11.388Z,2023-03-20T04:20:01.672Z,176.654953,-38.1050415,1.64115963,3.163469553,MLv,,LOCSAT,confirmed,manual,iasp91,22,16,7,0.04795688018,73.46594238,0.3363733545,0.2100507256
2023p209566,earthquake,2023-03-19T12:57:05.911Z,2023-03-20T04:24:30.442Z,176.6405792,-38.09208679,2.682945101,3.398593903,MLv,,LOCSAT,confirmed,manual,iasp91,45,36,43,0.05488863587,34.17771721,0.6091887405,0.2186090651
2023p209558,earthquake,2023-03-19T12:52:44.504Z,2023-03-20T04:26:09.086Z,176.6782684,-38.0846138,1.56380191,4.876286983,MLv,,LOCSAT,confirmed,manual,iasp91,15,10,6,0.02450370789,89.06774902,0.2914502111,0.2046695364
2023p209520,earthquake,2023-03-19T12:32:23.961Z,2023-03-20T04:30:11.824Z,176.7463989,-38.0345192,2.740286952,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,46,37,44,0.05701651052,64.71056366,0.4498731892,0.2442162104
2023p209498,earthquake,2023-03-19T12:21:06.215Z,2023-03-20T06:11:34.211Z,176.6483917,-38.1072464,1.350915104,4.866723537,MLv,,LOCSAT,confirmed,manual,iasp91,12,8,5,0.1238756627,98.71042061,0.1535802957,0.2599738878
2023p209486,earthquake,2023-03-19T12:14:21.713Z,2023-03-20T06:19:30.328Z,176.6280212,-38.1003418,2.541800544,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,50,36,37,0.06628705561,30.64669228,0.6679344189,0.260864382
2023p209466,earthquake,2023-03-19T12:03:28.982Z,2023-03-20T11:03:18.937Z,176.6771851,-38.08733368,1.65513453,4.749842167,MLv,,LOCSAT,confirmed,manual,iasp91,24,20,8,0.02561882325,70.72015381,0.4063863141,0.3112931785
2023p209457,earthquake,2023-03-19T11:58:54.614Z,2023-03-19T16:09:27.681Z,176.7462769,-38.03371811,2.50249071,5.39343214,MLv,,LOCSAT,confirmed,manual,iasp91,21,15,29,0.05765534565,88.54538727,0.3076487519,0.1967769687
2023p209449,earthquake,2023-03-19T11:54:46.074Z,2023-03-20T08:19:28.412Z,176.6475372,-38.11618042,2.107232973,3.606997728,MLv,,LOCSAT,confirmed,manual,iasp91,29,23,14,0.05862685665,46.91949081,0.3482991492,0.3030862435
2023p209440,earthquake,2023-03-19T11:49:51.826Z,2023-03-20T08:23:21.775Z,176.7372894,-38.04367065,2.27148329,2.562745333,MLv,,LOCSAT,confirmed,manual,iasp91,35,29,21,0.04550686479,61.4679184,0.3982318764,0.1382810182
2023p209402,earthquake,2023-03-19T11:29:55.165Z,2023-03-19T11:34:33.673Z,176.6427002,-38.08979797,2.627481534,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,31,24,27,0.05291770771,47.66122437,0.5997353346,0
2023p209396,earthquake,2023-03-19T11:26:38.968Z,2023-03-20T08:26:25.511Z,176.6682281,-38.11083603,1.761549762,4.173607349,MLv,,LOCSAT,confirmed,manual,iasp91,23,19,13,0.04235007241,47.58761024,0.3177908375,0.2572645785
2023p209386,earthquake,2023-03-19T11:20:56.280Z,2023-03-20T08:29:13.204Z,176.6659088,-38.08384323,2.117392214,3.738980055,MLv,,LOCSAT,confirmed,manual,iasp91,33,29,19,0.03423402086,43.05727959,0.4711499853,0.206428206
2023p209364,earthquake,2023-03-19T11:09:13.565Z,2023-03-20T08:32:08.127Z,176.743576,-38.03741074,2.137303602,2.564408779,MLv,,LOCSAT,confirmed,manual,iasp91,38,30,20,0.05339644104,63.66698837,0.3509416683,0.1431080077
2023p209353,earthquake,2023-03-19T11:03:49.597Z,2023-03-19T16:39:43.973Z,176.754303,-38.04604721,2.550231612,3.875605583,MLv,,LOCSAT,confirmed,manual,iasp91,21,16,37,0.05159119144,85.1720047,0.2213540998,0.2214422597
2023p209327,earthquake,2023-03-19T10:49:27.778Z,2023-03-20T10:41:19.524Z,176.6840363,-38.08887482,1.813718194,3.197395802,MLv,,LOCSAT,confirmed,manual,iasp91,23,20,11,0.02063303813,73.47692108,0.2246629856,0.2806519906
2023p209316,earthquake,2023-03-19T10:43:55.186Z,2023-03-19T11:11:04.167Z,176.6552429,-38.10680008,2.617625704,5.077525139,MLv,,LOCSAT,confirmed,manual,iasp91,26,18,45,0.04856754467,54.21821976,0.1983986321,0.2452207565
2023p209291,earthquake,2023-03-19T10:30:29.771Z,2023-03-20T12:10:08.280Z,176.7662811,-38.04143524,1.861430793,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,12,11,6,0.06155227497,82.09755707,0.2764924003,0.1706059379
2023p209290,earthquake,2023-03-19T10:29:57.005Z,2023-03-20T12:14:52.442Z,176.6291199,-38.10062408,1.622242339,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,19,14,9,0.1209863871,63.72362328,0.3196711051,0.2212358372
2023p209283,earthquake,2023-03-19T10:26:03.688Z,2023-03-20T10:37:18.582Z,176.6820526,-38.11567688,2.140421926,3.886633873,MLv,,LOCSAT,confirmed,manual,iasp91,33,26,20,0.04604423791,70.46902466,0.3917040104,0.2291086212
2023p209245,earthquake,2023-03-19T10:05:46.926Z,2023-03-20T12:17:48.657Z,176.7825317,-38.02323532,1.221258427,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,11,3,0.08345656097,130.8662033,0.2296733076,0.3536769409
2023p209225,earthquake,2023-03-19T09:55:25.281Z,2023-03-20T10:08:14.941Z,176.653244,-38.10853195,1.422299554,3.297643661,MLv,,LOCSAT,confirmed,manual,iasp91,21,16,6,0.05078516901,52.73631668,0.2924993022,0.2001163163
2023p209180,earthquake,2023-03-19T09:31:10.593Z,2023-03-20T13:42:54.073Z,176.7588196,-38.01669312,1.501280271,3.526029825,MLv,,LOCSAT,confirmed,manual,iasp91,13,10,3,0.07363685966,115.700592,0.1206371295,0.2749720207
2023p209165,earthquake,2023-03-19T09:23:38.241Z,2023-03-19T09:27:11.742Z,176.7297058,-38.0438652,1.605802274,2.655568123,M,,LOCSAT,preliminary,manual,iasp91,14,10,7,0.2276575267,119.093689,0.8353969294,0
2023p209157,earthquake,2023-03-19T09:19:55.999Z,2023-03-19T09:57:12.183Z,176.6826782,-38.07278442,1.725948213,5.747698784,MLv,,LOCSAT,confirmed,manual,iasp91,25,17,12,0.02357576974,86.62785339,0.2432514633,0.2368848175
2023p209155,earthquake,2023-03-19T09:18:07.797Z,2023-03-19T09:23:55.588Z,176.6756134,-38.10680771,1.657268746,5.728131771,M,,LOCSAT,confirmed,manual,iasp91,21,15,8,0.03530950844,60.11691284,0.3486567247,0
2023p209132,earthquake,2023-03-19T09:05:37.663Z,2023-03-20T11:52:50.845Z,176.6966248,-38.08224869,1.830243007,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,22,20,12,0.09869568795,79.68117523,0.3169995958,0.2286120749
2023p209114,earthquake,2023-03-19T08:56:09.351Z,2023-03-19T08:57:35.594Z,176.6703796,-38.09511566,1.673826148,5,M,operator assigned,LOCSAT,preliminary,manual,iasp91,17,16,12,0.1100639179,107.9370111,0.1681861508,0
2023p209097,earthquake,2023-03-19T08:47:16.317Z,2023-03-19T08:51:15.523Z,176.749527,-38.04644012,2.001794478,3.191665888,MLv,,LOCSAT,confirmed,manual,iasp91,35,31,17,0.04877276719,62.00101471,0.4060739812,0.1680318629
2023p209068,earthquake,2023-03-19T08:31:29.920Z,2023-03-19T08:34:57.564Z,176.7740326,-38.03520584,1.5186714,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,11,4,0.07027141005,127.0145493,0.4370105974,0.3314190432
2023p209050,earthquake,2023-03-19T08:22:18.678Z,2023-03-19T08:29:49.273Z,176.7121887,-38.06918716,1.712276437,4.175963402,M,,LOCSAT,confirmed,manual,iasp91,16,11,7,0.01448650938,67.84144592,0.291568925,0
2023p209049,earthquake,2023-03-19T08:21:21.333Z,2023-03-19T08:26:03.895Z,176.7490692,-38.06138611,1.579130258,3.168083429,MLv,,LOCSAT,confirmed,manual,iasp91,20,17,5,0.03838988394,76.41905975,0.2683126578,0.2376416418
